source_index,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,ocm_status,ocm_method,ocm_distance_m,ocm_address_score,ocm_id,ocm_address,ocm_attributes,osm_all_status,osm_all_method,osm_all_distance_m,osm_all_address_score,osm_all_id,osm_all_address,osm_all_attributes,osm_fast_dc_status,osm_fast_dc_method,osm_fast_dc_distance_m,osm_fast_dc_address_score,osm_fast_dc_id,osm_fast_dc_address,osm_fast_dc_attributes,chargelarge_all_status,chargelarge_all_method,chargelarge_all_distance_m,chargelarge_all_address_score,chargelarge_all_id,chargelarge_all_address,chargelarge_all_attributes,chargelarge_fast_dc_status,chargelarge_fast_dc_method,chargelarge_fast_dc_distance_m,chargelarge_fast_dc_address_score,chargelarge_fast_dc_id,chargelarge_fast_dc_address,chargelarge_fast_dc_attributes,combined_broad_status,combined_dc_indicated_status
98,,"1183-1187 The Horsley Drive, Sydney NSW 2164",Chargefox,2,DC,150 kW,-33.84986891,150.8978248,Fairfield City Council,2164.0,Existing Fast Chargers,accepted,coordinate_and_fuzzy_address,79.77280383386758,0.9550000000000001,272624,"1183-1187 The Horsley Drive, Wetherill Park, New South Wales, 2164","{""charger_capacities"": ""120 kW"", ""number_of_plugs"": 2.0, ""operator"": ""Chargefox"", ""plug_types"": ""CCS (Type 2)""}",accepted,coordinate_500m,80.52999581181346,0.0,11048936553,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": """", ""osm_last_updated"": ""2025-07-09"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,80.52999581181346,0.0,11048936553,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": """", ""osm_last_updated"": ""2025-07-09"", ""plug_types"": ""CCS""}",accepted,coordinate_and_fuzzy_address,79.80245069519293,0.9440000000000001,15d06bf5-6b4a-425d-9312-bae4b17cc22b-2204,"1183-1187 The Horsley Dr, Wetherill Park, NSW 2164","{""charger_capacities"": 150.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""CCS2"", ""status_counts"": ""{\""Available\"": 2}""}",accepted,coordinate_and_fuzzy_address,79.80245069519293,0.9440000000000001,15d06bf5-6b4a-425d-9312-bae4b17cc22b-2204,"1183-1187 The Horsley Dr, Wetherill Park, NSW 2164","{""charger_capacities"": 150.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""CCS2"", ""status_counts"": ""{\""Available\"": 2}""}",accepted,accepted
99,,"1183-1187 The Horsley Drive, Wetherill Park NSW 2164",Engie,2,DC,150 kW,-33.8505352,150.8988605,Fairfield City Council,2164.0,ARENA - Driving the Nation,accepted,coordinate_and_fuzzy_address,44.85942773337585,1.0,272624,"1183-1187 The Horsley Drive, Wetherill Park, New South Wales, 2164","{""charger_capacities"": ""120 kW"", ""number_of_plugs"": 2.0, ""operator"": ""Chargefox"", ""plug_types"": ""CCS (Type 2)""}",accepted,coordinate_500m,45.48623557292612,0.0,11048936553,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": """", ""osm_last_updated"": ""2025-07-09"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,45.48623557292612,0.0,11048936553,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": """", ""osm_last_updated"": ""2025-07-09"", ""plug_types"": ""CCS""}",accepted,coordinate_and_fuzzy_address,46.36753712980361,0.9879518072289157,15d06bf5-6b4a-425d-9312-bae4b17cc22b-2204,"1183-1187 The Horsley Dr, Wetherill Park, NSW 2164","{""charger_capacities"": 150.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""CCS2"", ""status_counts"": ""{\""Available\"": 2}""}",accepted,coordinate_and_fuzzy_address,46.36753712980361,0.9879518072289157,15d06bf5-6b4a-425d-9312-bae4b17cc22b-2204,"1183-1187 The Horsley Dr, Wetherill Park, NSW 2164","{""charger_capacities"": 150.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""CCS2"", ""status_counts"": ""{\""Available\"": 2}""}",accepted,accepted
102,,"119 Stenhouse Drive, Cameron Park NSW 2285",Evie Networks,8,DC,350 kW,-32.89647352,151.5977107,Lake Macquarie City Council,2285.0,Existing Fast Chargers,accepted,coordinate_and_fuzzy_address,12.598625621248798,1.0,266586,"119 Stenhouse Drive, Cameron Park, New South Wales, 2285","{""charger_capacities"": ""350 kW"", ""number_of_plugs"": 2.0, ""operator"": ""Evie"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,9.22773828909531,0.0,13389664015,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 6, ""opening_hours"": """", ""operator"": ""AmpCharge"", ""osm_last_updated"": ""2025-12-19"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,9.22773828909531,0.0,13389664015,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 6, ""opening_hours"": """", ""operator"": ""AmpCharge"", ""osm_last_updated"": ""2025-12-19"", ""plug_types"": ""CCS""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
106,,"12 Hume Highway, Pheasants Nest NSW 2574",Ampol,9,DC,150 kW,-34.28138543,150.640016,Wollondilly Shire Council,2574.0,Existing Fast Chargers,accepted,coordinate_and_fuzzy_address,236.15700467060302,0.9878787878787879,279180,"Lot 12 Hume Hwy, Pheasants Nest, New South Wales, 2574","{""charger_capacities"": ""150 kW; 50 kW"", ""number_of_plugs"": 6.0, ""operator"": ""Ampol AmpCharge"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,47.33782794906791,0.0,11137421689,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 6, ""opening_hours"": """", ""operator"": ""AmpCharge"", ""osm_last_updated"": ""2026-06-30"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,47.33782794906791,0.0,11137421689,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 6, ""opening_hours"": """", ""operator"": ""AmpCharge"", ""osm_last_updated"": ""2026-06-30"", ""plug_types"": ""CCS|CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
107,,"12 Hume Highway, Pheasants Nest NSW 2574",Ampol,9,DC,150 kW,-34.28222427,150.6366026,Wollondilly Shire Council,2574.0,Existing Fast Chargers,accepted,coordinate_and_fuzzy_address,87.7304985166859,0.8823529411764707,279179,"Lots 1 & 2 Hume Hwy, Pheasants Nest, New South Wales, 2574","{""charger_capacities"": ""150 kW; 100 kW"", ""number_of_plugs"": 1.0, ""operator"": ""Ampol AmpCharge"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,10.559832650308662,0.0,11137421690,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 6, ""opening_hours"": """", ""operator"": ""AmpCharge"", ""osm_last_updated"": ""2026-06-30"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,10.559832650308662,0.0,11137421690,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 6, ""opening_hours"": """", ""operator"": ""AmpCharge"", ""osm_last_updated"": ""2026-06-30"", ""plug_types"": ""CCS|CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
109,,"12 Jacksons Road, Warriewood NSW 2102",Engie,2,DC,150 kW,-33.6971741,151.2956935,Northern Beaches Council,2102.0,ARENA - Driving the Nation,accepted,coordinate_500m,183.25181388239093,0.8433333333333334,272615,"12 Jacksons Road, Warriewood, New South Wales, 2101","{""charger_capacities"": ""120 kW"", ""number_of_plugs"": 2.0, ""operator"": ""Chargefox"", ""plug_types"": ""CCS (Type 2)""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,coordinate_and_fuzzy_address,191.97793541755075,0.9612903225806452,15d06bf5-6b4a-425d-9312-bae4b17cc22b-2518,"Square, 12 Jacksons Rd, Warriewood, NSW 2102","{""charger_capacities"": 150.0, ""number_of_plugs"": 4, ""operator"": """", ""plug_types"": ""CCS2|Type2"", ""status_counts"": ""{\""Available\"": 3, \""OutOfService\"": 1}""}",accepted,coordinate_and_fuzzy_address,191.97793541755075,0.9612903225806452,15d06bf5-6b4a-425d-9312-bae4b17cc22b-2518,"Square, 12 Jacksons Rd, Warriewood, NSW 2102","{""charger_capacities"": 150.0, ""number_of_plugs"": 4, ""operator"": """", ""plug_types"": ""CCS2|Type2"", ""status_counts"": ""{\""Available\"": 3, \""OutOfService\"": 1}""}",accepted,accepted
110,,"12 Lord Street, Botany NSW 2019",Evie Networks,4,DC,75 kW,-33.939429,151.1970375,Bayside Council,2019.0,ARENA - Driving the Nation,unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched
117,,"121 Princes Highway, Wollongong NSW 2519",Exploren,2,DC,60 kW,-34.40192697,150.8906517,Wollongong City Council,2519.0,Existing Fast Chargers,accepted,coordinate_500m,146.39189895833962,0.8250000000000001,273425,"224 Princes Hwy, Fairy Meadow, New South Wales, 2519","{""charger_capacities"": ""75 kW"", ""number_of_plugs"": 2.0, ""operator"": ""BP Pulse (AU)"", ""plug_types"": ""CCS (Type 2)""}",accepted,coordinate_500m,171.30709913613677,0.0,10783513810,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""bp pulse"", ""osm_last_updated"": ""2025-11-30"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,171.30709913613677,0.0,10783513810,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""bp pulse"", ""osm_last_updated"": ""2025-11-30"", ""plug_types"": ""CCS""}",accepted,coordinate_and_fuzzy_address,0.1684036401263728,0.9152542372881356,15d06bf5-6b4a-425d-9312-bae4b17cc22b-962,"121 Princes Hwy, Fairy Meadow, NSW 2519","{""charger_capacities"": 60.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""CCS2"", ""status_counts"": ""{\""Available\"": 2}""}",accepted,coordinate_and_fuzzy_address,0.1684036401263728,0.9152542372881356,15d06bf5-6b4a-425d-9312-bae4b17cc22b-962,"121 Princes Hwy, Fairy Meadow, NSW 2519","{""charger_capacities"": 60.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""CCS2"", ""status_counts"": ""{\""Available\"": 2}""}",accepted,accepted
123,,"126 Mackay Avenue, Yoogali NSW 2680",Chargefox,1,DC,24 kW,-34.30172777,146.0826426,Griffith City Council,2680.0,Existing Fast Chargers,accepted,coordinate_500m,55.28496129494342,0.5249794913863823,306015,"Kurrajong Avenue, Yoogali, New South Wales, 2680","{""charger_capacities"": ""24 kW"", ""number_of_plugs"": 1.0, ""operator"": ""Chargefox"", ""plug_types"": ""CCS (Type 2)""}",accepted,coordinate_500m,485.8302798247699,0.0,11963693701,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Chargefox"", ""osm_last_updated"": ""2024-06-08"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,485.8302798247699,0.0,11963693701,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Chargefox"", ""osm_last_updated"": ""2024-06-08"", ""plug_types"": ""CCS""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
124,,"127 Conadilly Street, Gunnedah NSW 2380",Chargefox,4,DC,47 kW,-30.97681086,150.2501652,Gunnedah Shire Council,2380.0,Existing Fast Chargers,accepted,coordinate_500m,196.93290830952947,0.4157848324514991,274452,"Kepreotes Carpark, 73 Little Barber Street, Gunnedah, NSW, 2380","{""charger_capacities"": ""50 kW"", ""number_of_plugs"": 1.0, ""operator"": ""(Unknown Operator)"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,262.4184539608296,0.0,6839163294,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""NRMA"", ""osm_last_updated"": ""2022-12-15"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},accepted,coordinate_500m,147.26319992875312,0.5153846153846153,15d06bf5-6b4a-425d-9312-bae4b17cc22b-1734,"83 Chandos St, Gunnedah, NSW 2380","{""charger_capacities"": 22.0, ""number_of_plugs"": 4, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 4}""}",unmatched,unmatched,,,,,{},accepted,accepted
126,,"128 Flood Street, Leichhardt NSW 2040",Evie Networks,4,DC,75 kW,-33.88518,151.148629,Inner West Council,2040.0,ARENA - Driving the Nation,accepted,coordinate_and_fuzzy_address,225.24257355465556,1.0,272673,"128 Flood Street, Leichhardt, New South Wales, 2040","{""charger_capacities"": ""50 kW"", ""number_of_plugs"": 2.0, ""operator"": ""Evie"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,65.61933147046709,0.0,10180321115,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 4, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2026-03-03"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},accepted,coordinate_500m,222.96897910488943,0.8419354838709678,ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-96,"146 Flood Street Leichhardt, Leichhardt, NSW 2040","{""charger_capacities"": 22.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 2}""}",unmatched,unmatched,,,,,{},accepted,accepted
127,,"1-3 Dural Street, Hornsby NSW 2077",Evie Networks,4,DC,50 kW,-33.70276181,151.0964792,"Hornsby, The Council of the Shire of",2077.0,ARENA - Driving the Nation,unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched
133,,"13125 Hume Highway, Sutton Forest NSW 2577",Evie Networks,8,DC,350 kW,-34.60721926,150.2251632,Wingecarribee Shire Council,2577.0,Existing Fast Chargers,accepted,coordinate_500m,7.338899553429747,0.6814285714285715,238124,"Hume Hwy, Sutton Forest Service Centre, NSW","{""charger_capacities"": ""350 kW"", ""number_of_plugs"": 4.0, ""operator"": ""Evie"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,8.496865313651782,0.0,9765677232,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 6, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2025-11-22"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,8.496865313651782,0.0,9765677232,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 6, ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2025-11-22"", ""plug_types"": ""CCS""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
135,,"13-17 Princes Highway, Albion Park Rail NSW 2527",Evie Networks,2,DC,50 kW,-34.5504346,150.7877814,Shellharbour City Council,2527.0,ARENA - Driving the Nation,unmatched,unmatched,,,,,{},accepted,coordinate_500m,176.350306990109,0.0,13309552143,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""AmpCharge"", ""osm_last_updated"": ""2025-11-16"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,176.350306990109,0.0,13309552143,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""AmpCharge"", ""osm_last_updated"": ""2025-11-16"", ""plug_types"": ""CCS""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
136,,"132 Pound Street, Grafton NSW 2460",NRMA Electric,2,DC,50 kW,-29.68846451,152.933015,Clarence Valley Council,2460.0,Existing Fast Chargers,accepted,coordinate_500m,66.67868340916615,0.7060975609756098,190393,"Pound Street, Grafton, New South Wales","{""charger_capacities"": ""50 kW"", ""number_of_plugs"": 1.0, ""operator"": ""NRMA"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,58.56519779314323,0.0,6656345063,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 1, ""opening_hours"": """", ""operator"": ""NRMA"", ""osm_last_updated"": ""2025-06-23"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,58.56519779314323,0.0,6656345063,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 1, ""opening_hours"": """", ""operator"": ""NRMA"", ""osm_last_updated"": ""2025-06-23"", ""plug_types"": ""CCS|CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
137,,"133 Liverpool Road, Sydney NSW 2134",JOLT,2,DC,25 kW,-33.88724929,151.0993353,Burwood Council,2134.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},accepted,coordinate_500m,1.0537286822731065,0.0,9404724469,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Jolt"", ""osm_last_updated"": ""2022-01-09"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,unmatched
139,,"133 Wyndham Street Cnr Mcevoy Street, Alexandria NSW 2015",Ampol,2,DC,150 kW,-33.9020166,151.2000104,Bayside Council,2015.0,ARENA - Driving the Nation,unmatched,unmatched,,,,,{},accepted,coordinate_500m,15.35453092212688,0.0,9898771270,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""AmpCharge"", ""osm_last_updated"": ""2022-07-25"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},accepted,coordinate_500m,216.07700081741186,0.8191489361702128,ac6d79e9-3d3d-4a6b-a3b2-99a06fe51e25-36,"166 Wyndham St, Alexandria NSW 2015, Australi, Alexandria, NSW 2015","{""charger_capacities"": 22.0, ""number_of_plugs"": 2, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Charging\"": 2}""}",unmatched,unmatched,,,,,{},accepted,unmatched
140,,"134 Lachlan Street, Hay NSW 2711",NRMA Electric,4,DC,180 kW,-34.50890395,144.8427858,Hay Shire Council,2711.0,Existing Fast Chargers,accepted,coordinate_and_fuzzy_address,27.396355724396923,1.0,190670,"134 Lachlan St, Hay, NSW, 2711","{""charger_capacities"": ""50 kW"", ""number_of_plugs"": 1.0, ""operator"": ""NRMA"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,30.41358690454692,0.0,6926483227,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""NRMA"", ""osm_last_updated"": ""2023-03-19"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,30.41358690454692,0.0,6926483227,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""NRMA"", ""osm_last_updated"": ""2023-03-19"", ""plug_types"": ""CCS|CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
141,,"134 Lachlan Street, Hay NSW 2711",NRMA Electric,2,DC,50 kW,-34.50908013,144.8410701,Hay Shire Council,2711.0,Existing Fast Chargers,accepted,coordinate_and_fuzzy_address,174.10103174469847,1.0,190670,"134 Lachlan St, Hay, NSW, 2711","{""charger_capacities"": ""50 kW"", ""number_of_plugs"": 1.0, ""operator"": ""NRMA"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,147.65710113979773,0.0,6926483227,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""NRMA"", ""osm_last_updated"": ""2023-03-19"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,147.65710113979773,0.0,6926483227,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""NRMA"", ""osm_last_updated"": ""2023-03-19"", ""plug_types"": ""CCS|CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted
