OBJECTID,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,SA4_NAME26,SA4_CODE26,augmentation_match_status,augmentation_match_method,augmentation_match_confidence,augmentation_manual_review,augmentation_reference_row,augmentation_match_distance_m,augmentation_nearest_distance_m,augmentation_nearest_gap_m,external_source,external_data_provider,external_station_id,external_station_name,external_station_address,external_operator,external_plug_types,external_connector_types_normalized,external_number_of_plugs,external_numeric_conflict_flags,external_number_of_plugs_quality,external_number_of_plugs_semantics,external_charger_capacity,external_power_kw_values,external_power_kw_min,external_power_kw_max,external_status,external_operational_status,external_usage_cost,external_last_verified,external_comments,external_opening_hours,external_latitude,external_longitude,external_attributes_json,augmentation_review_reason
,,"Napier Street, Sydney NSW 2021",EVX,2,AC,22 kW,-33.88338043,151.220003,"Sydney, Council of the City of",2021,Existing Destination Chargers,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Narellan Road Cnr Maxwell Place, Sydney NSW 2567",Ampol,4,DC,150 kW,-34.04010015,150.7435405,Camden Council,2567,Existing Fast Chargers,Sydney - Outer South West,123,accepted,OSM:coordinate_500m,1.0,False,918.0,71.59695594745277,71.59695594745277,,OSM,OpenStreetMap,OSM:13018467011,,,AmpCharge,CCS,CCS,4.0,,valid,OSM charge_points_count; values above 100 are withheld as suspicious,,,,,,unknown,,,,,-34.0395363821387,150.743165122045,"{""OSM::access_condition"": ""Free Access"", ""OSM::connector_types_normalized"": ""CCS"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::latitude"": -34.0395363821387, ""OSM::longitude"": 150.743165122045, ""OSM::number_of_plugs"": 4, ""OSM::number_of_plugs_quality"": ""valid"", ""OSM::number_of_plugs_raw"": 4, ""OSM::number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""OSM::operator"": ""AmpCharge"", ""OSM::osm_last_updated"": ""2025-07-23"", ""OSM::plug_types"": ""CCS""}",
,,"Newbridge Road 216, Sydney NSW 2170",Ampol,2,DC,150 kW,-33.92932037,150.9551001,Liverpool City Council,2170,Existing Fast Chargers,Sydney - South West,127,accepted,OSM:coordinate_500m,1.0,False,919.0,37.18249035288263,37.18249035288263,,OSM,OpenStreetMap,OSM:11957109508,,,AmpCharge,CCS,CCS,2.0,,valid,OSM charge_points_count; values above 100 are withheld as suspicious,,,,,,unknown,,,,,-33.9296043692568,150.955312851567,"{""OSM::access_condition"": ""Free Access"", ""OSM::connector_types_normalized"": ""CCS"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::latitude"": -33.9296043692568, ""OSM::longitude"": 150.955312851567, ""OSM::number_of_plugs"": 2, ""OSM::number_of_plugs_quality"": ""valid"", ""OSM::number_of_plugs_raw"": 2, ""OSM::number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""OSM::operator"": ""AmpCharge"", ""OSM::osm_last_updated"": ""2025-10-09"", ""OSM::plug_types"": ""CCS""}",
,,"North Terrace, Sydney NSW 2200",Chargefox,4,DC,200 kW,-33.91649454,151.0402563,Canterbury Bankstown Council,2200,Existing Fast Chargers,Sydney - Inner South West,119,accepted,Charge@Large:coordinate_500m,1.0,False,920.0,2.8343749534981644,2.8343749534981644,,Charge@Large,Charge@Large,Charge@Large:15d06bf5-6b4a-425d-9312-bae4b17cc22b-2520,Bankstown Central,"Charge@Large:Shop ML436/1 North Terrace, Bankstown, NSW 2200",,CCS2,CCS,6.0,,reported_from_dc_port_count,Charge@Large DC-indicated port count,160.0,160.0,,160.0,,unknown,,,,,-33.9165199,151.0402594,"{""Charge@Large::charger_capacities"": 160.0, ""Charge@Large::connector_types_normalized"": ""CCS"", ""Charge@Large::data_provider"": ""Charge@Large"", ""Charge@Large::dc_port_count"": 6, ""Charge@Large::latitude"": -33.9165199, ""Charge@Large::longitude"": 151.0402594, ""Charge@Large::number_of_plugs"": 6, ""Charge@Large::number_of_plugs_quality"": ""reported_from_dc_port_count"", ""Charge@Large::number_of_plugs_semantics"": ""Charge@Large DC-indicated port count"", ""Charge@Large::plug_types"": ""CCS2"", ""Charge@Large::power_kw_max"": 160.0, ""Charge@Large::power_kw_values"": [160.0], ""Charge@Large::station_address"": ""Shop ML436/1 North Terrace, Bankstown, NSW 2200"", ""Charge@Large::station_name"": ""Bankstown Central"", ""Charge@Large::status_counts"": ""{\""Available\"": 5, \""Charging\"": 1}"", ""Charge@Large::total_port_count"": 6}",
,,"Nowra Road, Moss Vale NSW 2577",Porsche Smart Mobility,2,AC,11 kW,-34.59692397,150.4412503,Wingecarribee Shire Council,2577,Existing Destination Chargers,Southern Highlands and Shoalhaven,114,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Oatley Railway Station, Oatley Parade, Oatley, New South Wales NSW 2223",JOLT,1,DC,25 kW,-33.981453,151.079434,Georges River Council,2223,TfNSW Commuter Car Parks,Sydney - Inner South West,119,unmatched,,0.0,False,922.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},
,,"Oberon Street, Oberon NSW 2787",ChargeHub,4,AC,22 kW,-33.70452257,149.8638138,Oberon Council,2787,Existing Destination Chargers,Central West,103,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Obley Road, Dubbo NSW 2830",Chargefox,12,AC,22 kW,-32.27382687,148.5880791,Dubbo Regional Council,2830,Existing Destination Chargers,Far West and Orana,105,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Orchard Court, Bathurst NSW 2795",Exploren,2,DC,120 kW,-33.42979584,149.560006,Bathurst Regional Council,2795,Existing Fast Chargers,Central West,103,accepted,Charge@Large:coordinate_500m,1.0,False,925.0,0.13208529133857366,0.13208529133857366,,Charge@Large,Charge@Large,Charge@Large:15d06bf5-6b4a-425d-9312-bae4b17cc22b-1469,Charles Sturt University - Bathurst Campus,"Charge@Large:1432, Mitchell, NSW 2795",,CCS2,CCS,2.0,,reported_from_dc_port_count,Charge@Large DC-indicated port count,120.0,120.0,,120.0,,unknown,,,,,-33.4297947,149.5600064,"{""Charge@Large::charger_capacities"": 120.0, ""Charge@Large::connector_types_normalized"": ""CCS"", ""Charge@Large::data_provider"": ""Charge@Large"", ""Charge@Large::dc_port_count"": 2, ""Charge@Large::latitude"": -33.4297947, ""Charge@Large::longitude"": 149.5600064, ""Charge@Large::number_of_plugs"": 2, ""Charge@Large::number_of_plugs_quality"": ""reported_from_dc_port_count"", ""Charge@Large::number_of_plugs_semantics"": ""Charge@Large DC-indicated port count"", ""Charge@Large::plug_types"": ""CCS2"", ""Charge@Large::power_kw_max"": 120.0, ""Charge@Large::power_kw_values"": [120.0], ""Charge@Large::station_address"": ""1432, Mitchell, NSW 2795"", ""Charge@Large::station_name"": ""Charles Sturt University - Bathurst Campus"", ""Charge@Large::status_counts"": ""{\""Available\"": 2}"", ""Charge@Large::total_port_count"": 2}",
,,"Ordnance Street, Newcastle NSW 2300",Chargefox,2,AC,22 kW,-32.93191396,151.7804224,Newcastle City Council,2300,Existing Destination Chargers,Newcastle and Lake Macquarie,111,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Pacific Highway Cnr, 13-15 Costa Avenue, Charmhaven NSW 2263",Ampol,4,DC,125 kW,-33.2179895,151.5103011,Maitland City Council,2263,ARENA - Driving the Nation,Central Coast,102,unmatched,,0.0,False,927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},
,,"Pacific Highway, Boambee NSW 2450",Chargefox,2,DC,270 kW,-30.31793098,153.0897227,Coffs Harbour City Council,2450,Existing Fast Chargers,Coffs Harbour - Grafton,104,accepted,OCM:coordinate_and_fuzzy_address;OSM:coordinate_500m,1.0,False,928.0,15.502419481470575,15.502419481470575,,OCM;OSM,Open Charge Map; OpenStreetMap,OCM:172852;OSM:10861584624,Coffs Harbour [Chargefox]; Chargefox Coffs Harbour,"OCM:Pacific Highway, North Boambee Valley, NSW, 2450",Chargefox,CCS (Type 2); CHAdeMO; CCS|CHAdeMO,CCS; CHAdeMO,2.0,,reported_or_derived_from_connection_quantity; missing_or_suspicious,OCM NumberOfPoints or positive connection Quantity; OSM charge_points_count; values above 100 are withheld as suspicious,350 kW; 100 kW,100.0; 350.0,100.0,350.0,Operational,operational,$0.60/kWh,2023-07-13T22:16:00Z,,,-30.31779254465217,153.08970357206374,"{""OCM::charger_capacities"": ""350 kW; 100 kW"", ""OCM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OCM::data_provider"": ""Open Charge Map"", ""OCM::is_operational"": true, ""OCM::last_verified"": ""2023-07-13T22:16:00Z"", ""OCM::latitude"": -30.31779254465217, ""OCM::longitude"": 153.08970357206374, ""OCM::number_of_plugs"": 2.0, ""OCM::number_of_plugs_quality"": ""reported_or_derived_from_connection_quantity"", ""OCM::number_of_plugs_semantics"": ""OCM NumberOfPoints or positive connection Quantity"", ""OCM::operational_status"": ""operational"", ""OCM::operator"": ""Chargefox"", ""OCM::plug_types"": ""CCS (Type 2); CHAdeMO"", ""OCM::power_kw_max"": 350.0, ""OCM::power_kw_min"": 100.0, ""OCM::power_kw_values"": [100.0, 350.0], ""OCM::station_address"": ""Pacific Highway, North Boambee Valley, NSW, 2450"", ""OCM::station_name"": ""Coffs Harbour [Chargefox]"", ""OCM::status"": ""Operational"", ""OCM::usage_cost"": ""$0.60/kWh"", ""OSM::access_condition"": ""Free Access"", ""OSM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::latitude"": -30.3177072593294, ""OSM::longitude"": 153.089833226308, ""OSM::number_of_plugs_quality"": ""missing_or_suspicious"", ""OSM::number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""OSM::operator"": ""Chargefox"", ""OSM::osm_last_updated"": ""2023-05-02"", ""OSM::plug_types"": ""CCS|CHAdeMO"", ""OSM::station_name"": ""Chargefox Coffs Harbour""}",
,,"Parramatta Road 214, Sydney NSW 2134",Everty,2,DC,60 kW,-33.86979084,151.1106677,Burwood Council,2134,Existing Fast Chargers,Sydney - Inner West,120,unmatched,,0.0,False,929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},
,,"Penrith Railway Station, Jane Street, Penrith, New South Wales NSW 2750",JOLT,1,DC,25 kW,-33.750304,150.694089,Penrith City Council,2750,TfNSW Commuter Car Parks,Sydney - Outer West and Blue Mountains,124,unmatched,,0.0,False,930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},
,,"Pine Tree Lane, Central Coast NSW 2260",Tesla,4,AC,22 kW,-33.44812317,151.4453053,Central Coast Council,2260,Existing Destination Chargers,Central Coast,102,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Pittwater Road, Sydney NSW 2101",JOLT,2,DC,25 kW,-33.71376381,151.2971421,Northern Beaches Council,2101,Existing Fast Chargers,Sydney - Northern Beaches,122,unmatched,,0.0,False,932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},
,,"Pole Lane, Sydney NSW 2065",Evie Networks,4,DC,75 kW,-33.82462167,151.1997668,North Sydney Council,2065,Existing Fast Chargers,Sydney - North Sydney and Hornsby,121,accepted,OSM:coordinate_500m,0.5,True,933.0,20.925587158806383,20.925587158806383,326.7207242924941,OSM,OpenStreetMap,OSM:13059026685,,,Evie Networks,CCS,CCS,4.0,,valid,OSM charge_points_count; values above 100 are withheld as suspicious,,,,,,unknown,,,,,-33.8245802121401,151.199545835884,"{""OSM::access_condition"": ""Free Access"", ""OSM::connector_types_normalized"": ""CCS"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::latitude"": -33.8245802121401, ""OSM::longitude"": 151.199545835884, ""OSM::number_of_plugs"": 4, ""OSM::number_of_plugs_quality"": ""valid"", ""OSM::number_of_plugs_raw"": 4, ""OSM::number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""OSM::operator"": ""Evie Networks"", ""OSM::osm_last_updated"": ""2025-10-10"", ""OSM::plug_types"": ""CCS""}",OCM: coordinate exceeds 100m automatic threshold; Charge@Large: coordinate exceeds 100m automatic threshold
,,"Popran Road, Glenworth Valley NSW 2250",Everty,4,AC,6 kW,-33.40322627,151.1925055,Central Coast Council,2250,Existing Destination Chargers,Central Coast,102,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Prince Of Wales Drive, Sydney NSW 2073",Exploren,2,DC,60 kW,-33.76357562,151.1336246,Ku-ring-gai Council,2073,Existing Fast Chargers,Sydney - North Sydney and Hornsby,121,accepted,Charge@Large:coordinate_500m,1.0,False,935.0,0.10877681029660163,0.10877681029660163,,Charge@Large,Charge@Large,Charge@Large:15d06bf5-6b4a-425d-9312-bae4b17cc22b-1665,Ku-ring-gai Fitness & Aquatic Centre,"Charge@Large:64PM+J7, West Pymble, NSW 2073",,CCS2,CCS,2.0,,reported_from_dc_port_count,Charge@Large DC-indicated port count,60.0,60.0,,60.0,,unknown,,,,,-33.7635747,151.1336242,"{""Charge@Large::charger_capacities"": 60.0, ""Charge@Large::connector_types_normalized"": ""CCS"", ""Charge@Large::data_provider"": ""Charge@Large"", ""Charge@Large::dc_port_count"": 2, ""Charge@Large::latitude"": -33.7635747, ""Charge@Large::longitude"": 151.1336242, ""Charge@Large::number_of_plugs"": 2, ""Charge@Large::number_of_plugs_quality"": ""reported_from_dc_port_count"", ""Charge@Large::number_of_plugs_semantics"": ""Charge@Large DC-indicated port count"", ""Charge@Large::plug_types"": ""CCS2"", ""Charge@Large::power_kw_max"": 60.0, ""Charge@Large::power_kw_values"": [60.0], ""Charge@Large::station_address"": ""64PM+J7, West Pymble, NSW 2073"", ""Charge@Large::station_name"": ""Ku-ring-gai Fitness & Aquatic Centre"", ""Charge@Large::status_counts"": ""{\""OutOfService\"": 2}"", ""Charge@Large::total_port_count"": 2}",
,,"Princes Highway, Gerringong NSW 2534",Porsche Smart Mobility,2,AC,11 kW,-34.72438543,150.8423113,"Kiama, The Council of the Municipality of",2534,Existing Destination Chargers,Illawarra,107,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Princes Highway, Ulladulla NSW 2539",Exploren,4,AC,22 kW,-35.36842147,150.4706086,Shoalhaven City Council,2539,Existing Destination Chargers,Southern Highlands and Shoalhaven,114,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Prospect Highway, Sydney NSW 2147",EVUp,1,AC,22 kW,-33.77580285,150.9335706,Blacktown City Council,2147,Existing Destination Chargers,Sydney - Blacktown,116,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Prospect Street, Holbrook NSW 2644",NRMA Electric,2,DC,50 kW,-35.7181522,147.316019,Greater Hume Shire Council,2644,Existing Fast Chargers,Murray,109,review,,0.5,True,939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},OCM: coordinate exceeds 100m automatic threshold; OSM: coordinate exceeds 100m automatic threshold
,,"Queen Elizabeth Drive, Sydney NSW 2026",Chargefox,6,AC,6 kW,-33.89078083,151.2763093,Waverley Council,2026,Existing Destination Chargers,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Railway Street, Sydney NSW 2067",Chargefox,2,AC,6 kW,-33.79441046,151.1801622,Willoughby City Council,2067,Existing Destination Chargers,Sydney - North Sydney and Hornsby,121,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Rankine Street, Crescent Head NSW 2440",EVX,2,AC,22 kW,-31.18968373,152.9784444,Kempsey Shire Council,2440,Existing Destination Chargers,Mid North Coast,108,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Ring Road, Newcastle NSW 2308",Chargefox,4,AC,22 kW,-32.89188493,151.701979,Newcastle City Council,2308,Existing Destination Chargers,Newcastle and Lake Macquarie,111,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Riverside Drive, Jugiong NSW 2726",NRMA Electric,2,DC,50 kW,-34.82342947,148.3257027,Hilltops Council,2726,Existing Fast Chargers,Capital Region,101,accepted,OCM:coordinate_500m;OSM:coordinate_500m,0.5,True,944.0,30.200421808827613,30.200421808827613,,OCM;OSM,Open Charge Map; OpenStreetMap,OCM:190358;OSM:6749417820,Jugiong [NRMA]; NRMA EV Charging Station,"OCM:319 Riverside Drive, Jugiong, NSW",NRMA,CCS (Type 2); CCS,CCS,,number_of_plugs,reported_or_derived_from_connection_quantity; valid,OCM NumberOfPoints or positive connection Quantity; OSM charge_points_count; values above 100 are withheld as suspicious,80 kW,80.0,80.0,80.0,Operational,operational,$0.70/kWh,2026-07-15T01:53:00Z,,,-34.82341194348058,148.32537254091335,"{""OCM::charger_capacities"": ""80 kW"", ""OCM::connector_types_normalized"": ""CCS"", ""OCM::data_provider"": ""Open Charge Map"", ""OCM::is_operational"": true, ""OCM::last_verified"": ""2026-07-15T01:53:00Z"", ""OCM::latitude"": -34.82341194348058, ""OCM::longitude"": 148.32537254091335, ""OCM::number_of_plugs"": 1.0, ""OCM::number_of_plugs_quality"": ""reported_or_derived_from_connection_quantity"", ""OCM::number_of_plugs_semantics"": ""OCM NumberOfPoints or positive connection Quantity"", ""OCM::operational_status"": ""operational"", ""OCM::operator"": ""NRMA"", ""OCM::plug_types"": ""CCS (Type 2)"", ""OCM::power_kw_max"": 80.0, ""OCM::power_kw_min"": 80.0, ""OCM::power_kw_values"": [80.0], ""OCM::station_address"": ""319 Riverside Drive, Jugiong, NSW"", ""OCM::station_name"": ""Jugiong [NRMA]"", ""OCM::status"": ""Operational"", ""OCM::usage_cost"": ""$0.70/kWh"", ""OSM::access_condition"": ""Free Access"", ""OSM::connector_types_normalized"": ""CCS"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::latitude"": -34.8234623421639, ""OSM::longitude"": 148.325372629861, ""OSM::number_of_plugs"": 2, ""OSM::number_of_plugs_quality"": ""valid"", ""OSM::number_of_plugs_raw"": 2, ""OSM::number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""OSM::operator"": ""NRMA"", ""OSM::osm_last_updated"": ""2025-05-20"", ""OSM::plug_types"": ""CCS"", ""OSM::station_name"": ""NRMA EV Charging Station""}",accepted sources disagree on number_of_plugs
,,"Robey Street, Sydney NSW 2035",Chargefox,2,AC,7 kW,-33.95030735,151.2384284,Randwick City Council,2035,Existing Destination Chargers,Sydney - Eastern Suburbs,118,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Robinsons Lane, Tenterfield NSW 2372",Tesla,2,AC,6 kW,-29.00038643,152.023976,Tenterfield Shire Council,2372,Existing Destination Chargers,New England and North West,110,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Rogan Lane, Young NSW 2594",NRMA Electric,2,DC,50 kW,-34.31177382,148.2950991,Hilltops Council,2594,Existing Fast Chargers,Capital Region,101,accepted,OCM:coordinate_500m;OSM:coordinate_500m,0.5,True,947.0,5.696896110544492,5.696896110544492,,OCM;OSM,Open Charge Map; OpenStreetMap,OCM:191958;OSM:6460798626,NRMA Young,"OCM:88 Lovell Street, Young, New South Wales",NRMA,CCS (Type 2); CCS|CHAdeMO,CCS; CHAdeMO,,number_of_plugs,reported_or_derived_from_connection_quantity; valid,OCM NumberOfPoints or positive connection Quantity; OSM charge_points_count; values above 100 are withheld as suspicious,50 kW; 50.0,50.0,50.0,50.0,Operational,operational,$0.64/kWh,2026-07-15T02:03:00Z,,,-34.31187081704267,148.29509758416702,"{""OCM::charger_capacities"": ""50 kW"", ""OCM::connector_types_normalized"": ""CCS"", ""OCM::data_provider"": ""Open Charge Map"", ""OCM::is_operational"": true, ""OCM::last_verified"": ""2026-07-15T02:03:00Z"", ""OCM::latitude"": -34.31187081704267, ""OCM::longitude"": 148.29509758416702, ""OCM::number_of_plugs"": 2.0, ""OCM::number_of_plugs_quality"": ""reported_or_derived_from_connection_quantity"", ""OCM::number_of_plugs_semantics"": ""OCM NumberOfPoints or positive connection Quantity"", ""OCM::operational_status"": ""operational"", ""OCM::operator"": ""NRMA"", ""OCM::plug_types"": ""CCS (Type 2)"", ""OCM::power_kw_max"": 50.0, ""OCM::power_kw_min"": 50.0, ""OCM::power_kw_values"": [50.0], ""OCM::station_address"": ""88 Lovell Street, Young, New South Wales"", ""OCM::station_name"": ""NRMA Young"", ""OCM::status"": ""Operational"", ""OCM::usage_cost"": ""$0.64/kWh"", ""OSM::access_condition"": ""Free Access"", ""OSM::charger_capacities"": 50.0, ""OSM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::latitude"": -34.3117299705193, ""OSM::longitude"": 148.295067020747, ""OSM::number_of_plugs"": 1, ""OSM::number_of_plugs_quality"": ""valid"", ""OSM::number_of_plugs_raw"": 1, ""OSM::number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""OSM::operator"": ""NRMA"", ""OSM::osm_last_updated"": ""2022-12-15"", ""OSM::plug_types"": ""CCS|CHAdeMO"", ""OSM::power_kw_max"": 50.0, ""OSM::power_kw_values"": [50.0]}",accepted sources disagree on number_of_plugs
,,"Rosevillle Railway Station, Hill Street, Roseville, New South Wales NSW 2069",JOLT,1,DC,25 kW,-33.782904,151.175213,Ku-ring-gai Council,2069,TfNSW Commuter Car Parks,Sydney - North Sydney and Hornsby,121,unmatched,,0.0,False,948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},
,,"Ross Street, Goulburn NSW 2580",ChargePoint,1,AC,3 kW,-34.7302573,149.7424975,Goulburn Mulwaree Council,2580,Existing Destination Chargers,Capital Region,101,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Salisbury Road, Sydney NSW 2154",Porsche Smart Mobility,2,AC,11 kW,-33.73028233,150.9734114,The Hills Shire Council,2154,Existing Destination Chargers,Sydney - Baulkham Hills and Hawkesbury,115,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Science Road, Sydney NSW 2113",Chargefox,2,AC,22 kW,-33.77319124,151.116038,"Ryde, Council of the City of",2113,Existing Destination Chargers,Sydney - Ryde,126,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Shiers Avenue, Sydney NSW 2020",Tesla,2,AC,6 kW,-33.93278583,151.1802933,Bayside Council,2020,Existing Destination Chargers,Sydney - City and Inner South,117,unmatched,,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Shire Street, West Wyalong NSW 2671",NRMA Electric,2,DC,50 kW,-33.92382187,147.2033794,Bland Shire Council,2671,Existing Fast Chargers,Central West,103,accepted,OCM:coordinate_500m;OSM:coordinate_500m,1.0,False,953.0,29.422718976621603,29.422718976621603,,OCM;OSM,Open Charge Map; OpenStreetMap,OCM:190669;OSM:6460796546,West Wyalong [NRMA],"OCM:13-15 Shire St, West Wyalong NSW 2671, West Wyalong, NSW, 2671",NRMA,CCS (Type 2); CHAdeMO; CCS|CHAdeMO,CCS; CHAdeMO,4.0,,reported_or_derived_from_connection_quantity; valid,OCM NumberOfPoints or positive connection Quantity; OSM charge_points_count; values above 100 are withheld as suspicious,180 kW,180.0,180.0,180.0,Operational,operational,$0.74/kWh,2026-07-15T02:13:00Z,,,-33.92362578966908,147.2036629768271,"{""OCM::charger_capacities"": ""180 kW"", ""OCM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OCM::data_provider"": ""Open Charge Map"", ""OCM::is_operational"": true, ""OCM::last_verified"": ""2026-07-15T02:13:00Z"", ""OCM::latitude"": -33.92362578966908, ""OCM::longitude"": 147.2036629768271, ""OCM::number_of_plugs"": 4.0, ""OCM::number_of_plugs_quality"": ""reported_or_derived_from_connection_quantity"", ""OCM::number_of_plugs_semantics"": ""OCM NumberOfPoints or positive connection Quantity"", ""OCM::operational_status"": ""operational"", ""OCM::operator"": ""NRMA"", ""OCM::plug_types"": ""CCS (Type 2); CHAdeMO"", ""OCM::power_kw_max"": 180.0, ""OCM::power_kw_min"": 180.0, ""OCM::power_kw_values"": [180.0], ""OCM::station_address"": ""13-15 Shire St, West Wyalong NSW 2671, West Wyalong, NSW, 2671"", ""OCM::station_name"": ""West Wyalong [NRMA]"", ""OCM::status"": ""Operational"", ""OCM::usage_cost"": ""$0.74/kWh"", ""OSM::access_condition"": ""Free Access"", ""OSM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::latitude"": -33.923722955438, ""OSM::longitude"": 147.203675166501, ""OSM::number_of_plugs"": 4, ""OSM::number_of_plugs_quality"": ""valid"", ""OSM::number_of_plugs_raw"": 4, ""OSM::number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""OSM::operator"": ""NRMA"", ""OSM::osm_last_updated"": ""2026-06-11"", ""OSM::plug_types"": ""CCS|CHAdeMO""}",
