tfnsw_unique_id,tfnsw_table_row,tfnsw_raw_station_address,tfnsw_cleaned_station_address,tfnsw_raw_postcode,tfnsw_cleaned_postcode,source_index,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,ocm_status,ocm_method,ocm_distance_m,ocm_address_score,ocm_id,ocm_address,ocm_attributes,osm_all_status,osm_all_method,osm_all_distance_m,osm_all_address_score,osm_all_id,osm_all_address,osm_all_attributes,osm_fast_dc_status,osm_fast_dc_method,osm_fast_dc_distance_m,osm_fast_dc_address_score,osm_fast_dc_id,osm_fast_dc_address,osm_fast_dc_attributes,chargelarge_all_status,chargelarge_all_method,chargelarge_all_distance_m,chargelarge_all_address_score,chargelarge_all_id,chargelarge_all_address,chargelarge_all_attributes,chargelarge_fast_dc_status,chargelarge_fast_dc_method,chargelarge_fast_dc_distance_m,chargelarge_fast_dc_address_score,chargelarge_fast_dc_id,chargelarge_fast_dc_address,chargelarge_fast_dc_attributes,combined_broad_status,combined_dc_indicated_status,matched_source,matched_source_count,coordinate_supported_source,coordinate_supported_source_count,address_only_source,matched_external_ids,matched_external_addresses,minimum_match_distance_m,augmentation_attributes_by_source,augmentation_attribute_count,has_new_attributes,match_method_summary,manual_review_reason,manual_review_required,manual_review_status,manual_review_decision,final_audit_status,final_audit_confidence,match_source,match_method,external_id,external_address,match_distance_m,address_score,augmented_attributes,confidence,web_evidence_url,web_evidence_confidence,web_evidence_confidence_reason,match_identity_decision,evidence_screened_status,evidence_screened_reason,ocm_evidence_url,osm_evidence_url,chargelarge_evidence_url
TFNSW-0854,854,"f 419 Hinterland Wy, Knockrow , 2479","F 419 Hinterland Wy, Knockrow NSW 2479",2479,2479,852,,"F 419 Hinterland Wy, Knockrow NSW 2479",Tesla,12,DC,130 kW,-28.74953958,153.5347227,Ballina Shire Council,2479.0,Existing Fast Chargers,accepted,coordinate_and_fuzzy_address,0.0938949967012373,0.993939393939394,79243.0,"419 Hinterland Way, Knockrow, 2479","{""charger_capacities"": ""120 kW"", ""number_of_plugs"": 6.0, ""operator"": ""Tesla (including non-tesla)"", ""plug_types"": ""CCS (Type 2)""}",accepted,coordinate_500m,3.2587822602087515,0.0,6460580922.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 6, ""opening_hours"": ""24/7"", ""operator"": ""Tesla"", ""osm_last_updated"": ""2026-03-29"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,3.2587822602087515,0.0,6460580922.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 6, ""opening_hours"": ""24/7"", ""operator"": ""Tesla"", ""osm_last_updated"": ""2026-03-29"", ""plug_types"": ""CCS""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted,OCM;OSM,2,OCM;OSM,2,,OCM:79243.0;OSM:6460580922.0,"OCM:419 Hinterland Way, Knockrow, 2479",0.0938949967012373,"{""OCM::charger_capacities"": ""120 kW"", ""OCM::number_of_plugs"": 6.0, ""OCM::operator"": ""Tesla (including non-tesla)"", ""OCM::plug_types"": ""CCS (Type 2)"", ""OSM::access_condition"": ""Free Access"", ""OSM::number_of_plugs"": 6, ""OSM::opening_hours"": ""24/7"", ""OSM::operator"": ""Tesla"", ""OSM::osm_last_updated"": ""2026-03-29"", ""OSM::plug_types"": ""CCS""}",10,True,OCM:coordinate_and_fuzzy_address;OSM:coordinate_500m,,no,not_required_for_initial_auto_rule,,accepted_coordinate_supported,high,OCM;OSM,OCM:coordinate_and_fuzzy_address;OSM:coordinate_500m,OCM:79243.0;OSM:6460580922.0,"OCM:419 Hinterland Way, Knockrow, 2479",0.0938949967012373,0.993939393939394,"{""OCM::charger_capacities"": ""120 kW"", ""OCM::number_of_plugs"": 6.0, ""OCM::operator"": ""Tesla (including non-tesla)"", ""OCM::plug_types"": ""CCS (Type 2)"", ""OSM::access_condition"": ""Free Access"", ""OSM::number_of_plugs"": 6, ""OSM::opening_hours"": ""24/7"", ""OSM::operator"": ""Tesla"", ""OSM::osm_last_updated"": ""2026-03-29"", ""OSM::plug_types"": ""CCS""}",high,,local_two_rule_support,Both local matching rules passed; no individual web search was required by the audit plan.,local coordinate and fuzzy-address evidence agree,provisionally_supported,OCM coordinate and fuzzy-address evidence both passed.,https://openchargemap.org/site/poi/details/79243,https://www.openstreetmap.org/node/6460580922,
TFNSW-0857,857,"Franklin St, Sydney, 2036","Franklin Street, Sydney NSW 2036",2036,2036,855,,"Franklin Street, Sydney NSW 2036",Evie Networks,2,DC,75 kW,-33.96116721,151.2488509,Randwick City Council,2036.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,0,,0,,,,,{},0,False,,,no,not_matched,,unmatched,none,,,,,,,{},none,,none,,,not_screened,No accepted external match or no retained web review.,,,
TFNSW-0859,859,"Gardeners Rd, Sydney, 2020","Gardeners Road, Sydney NSW 2020",2020,2020,857,,"Gardeners Road, Sydney NSW 2020",JOLT,2,DC,25 kW,-33.92049354,151.1907497,"Sydney, Council of the City of",2020.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},accepted,coordinate_500m,36.39240285679664,0.0,10863588015.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""Jolt"", ""osm_last_updated"": ""2026-01-31"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,36.39240285679664,0.0,10863588015.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""Jolt"", ""osm_last_updated"": ""2026-01-31"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,407.1189270890372,0.3057894736842105,d1cbdd86-205d-4538-b287-34032bf74788-4v295MOjPcSt4hQYMnn1ZjNMgKvOggxRAigC,"3 John St, Mascot, NSW 2020","{""charger_capacities"": 22.0, ""number_of_plugs"": 1, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 1}""}",unmatched,unmatched,,,,,{},accepted,accepted,OSM,1,OSM,1,,OSM:10863588015.0,,36.39240285679664,"{""OSM::access_condition"": ""Free Access"", ""OSM::number_of_plugs"": 2, ""OSM::operator"": ""Jolt"", ""OSM::osm_last_updated"": ""2026-01-31"", ""OSM::plug_types"": ""CCS|CHAdeMO""}",5,True,OSM:coordinate_500m,,no,not_required_for_initial_auto_rule,,accepted_coordinate_supported,high,OSM,OSM:coordinate_500m,OSM:10863588015.0,,36.39240285679664,0.0,"{""OSM::access_condition"": ""Free Access"", ""OSM::number_of_plugs"": 2, ""OSM::operator"": ""Jolt"", ""OSM::osm_last_updated"": ""2026-01-31"", ""OSM::plug_types"": ""CCS|CHAdeMO""}",high,https://ev-charging-stations.com.au/chargers/nsw/eastlakes,high,Opened page contains an address-level charging signal.,web evidence only; same-station identity not automatically proven,provisionally_supported,High/medium web evidence retained provisionally.,,https://www.openstreetmap.org/node/10863588015,
TFNSW-0860,860,"Gardeners Rd, Sydney, 2020","Gardeners Road, Sydney NSW 2020",2020,2020,858,,"Gardeners Road, Sydney NSW 2020",JOLT,2,DC,25 kW,-33.92059364,151.1914745,"Sydney, Council of the City of",2020.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},accepted,coordinate_500m,31.418634700963175,0.0,10863588015.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""Jolt"", ""osm_last_updated"": ""2026-01-31"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,31.418634700963175,0.0,10863588015.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""Jolt"", ""osm_last_updated"": ""2026-01-31"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,422.1855866139177,0.3057894736842105,d1cbdd86-205d-4538-b287-34032bf74788-4v295MOjPcSt4hQYMnn1ZjNMgKvOggxRAigC,"3 John St, Mascot, NSW 2020","{""charger_capacities"": 22.0, ""number_of_plugs"": 1, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Available\"": 1}""}",unmatched,unmatched,,,,,{},accepted,accepted,OSM,1,OSM,1,,OSM:10863588015.0,,31.418634700963175,"{""OSM::access_condition"": ""Free Access"", ""OSM::number_of_plugs"": 2, ""OSM::operator"": ""Jolt"", ""OSM::osm_last_updated"": ""2026-01-31"", ""OSM::plug_types"": ""CCS|CHAdeMO""}",5,True,OSM:coordinate_500m,,no,not_required_for_initial_auto_rule,,accepted_coordinate_supported,high,OSM,OSM:coordinate_500m,OSM:10863588015.0,,31.418634700963175,0.0,"{""OSM::access_condition"": ""Free Access"", ""OSM::number_of_plugs"": 2, ""OSM::operator"": ""Jolt"", ""OSM::osm_last_updated"": ""2026-01-31"", ""OSM::plug_types"": ""CCS|CHAdeMO""}",high,https://ev-charging-stations.com.au/chargers/nsw/eastlakes,high,Opened page contains an address-level charging signal.,web evidence only; same-station identity not automatically proven,provisionally_supported,High/medium web evidence retained provisionally.,,https://www.openstreetmap.org/node/10863588015,
TFNSW-0862,862,"Gipps St, Bega, 2550","Gipps Street, Bega NSW 2550",2550,2550,860,,"Gipps Street, Bega NSW 2550",NRMA Electric,2,DC,50 kW,-36.67324729,149.843047,Bega Valley Shire Council,2550.0,Existing Fast Chargers,accepted,coordinate_500m,52.855941080357795,0.2941176470588236,191183.0,"Church Street Carpark, 81 Gipps Street, Bega, NSW","{""charger_capacities"": ""50 kW"", ""number_of_plugs"": 1.0, ""operator"": ""NRMA"", ""plug_types"": ""CCS (Type 2)""}",accepted,coordinate_500m,15.963927234076806,0.0,6711862737.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""NRMA"", ""osm_last_updated"": ""2023-03-17"", ""plug_types"": ""CCS|CHAdeMO""}",accepted,coordinate_500m,15.963927234076806,0.0,6711862737.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""NRMA"", ""osm_last_updated"": ""2023-03-17"", ""plug_types"": ""CCS|CHAdeMO""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted,OCM;OSM,2,OCM;OSM,2,,OCM:191183.0;OSM:6711862737.0,"OCM:Church Street Carpark, 81 Gipps Street, Bega, NSW",15.963927234076806,"{""OCM::charger_capacities"": ""50 kW"", ""OCM::number_of_plugs"": 1.0, ""OCM::operator"": ""NRMA"", ""OCM::plug_types"": ""CCS (Type 2)"", ""OSM::access_condition"": ""Free Access"", ""OSM::number_of_plugs"": 2, ""OSM::operator"": ""NRMA"", ""OSM::osm_last_updated"": ""2023-03-17"", ""OSM::plug_types"": ""CCS|CHAdeMO""}",9,True,OCM:coordinate_500m;OSM:coordinate_500m,,no,not_required_for_initial_auto_rule,,accepted_coordinate_supported,high,OCM;OSM,OCM:coordinate_500m;OSM:coordinate_500m,OCM:191183.0;OSM:6711862737.0,"OCM:Church Street Carpark, 81 Gipps Street, Bega, NSW",15.963927234076806,0.2941176470588236,"{""OCM::charger_capacities"": ""50 kW"", ""OCM::number_of_plugs"": 1.0, ""OCM::operator"": ""NRMA"", ""OCM::plug_types"": ""CCS (Type 2)"", ""OSM::access_condition"": ""Free Access"", ""OSM::number_of_plugs"": 2, ""OSM::operator"": ""NRMA"", ""OSM::osm_last_updated"": ""2023-03-17"", ""OSM::plug_types"": ""CCS|CHAdeMO""}",high,https://begavalleymg.com.au/ismart/,medium,"Charging evidence exists, but the page or address signal is incomplete.",web evidence only; same-station identity not automatically proven,provisionally_supported,High/medium web evidence retained provisionally.,https://openchargemap.org/site/poi/details/191183,https://www.openstreetmap.org/node/6711862737,
TFNSW-0868,868,"Harbour Boulevard, Shell Cove, 2529","Harbour Boulevard, Shell Cove NSW 2529",2529,2529,866,,"Harbour Boulevard, Shell Cove NSW 2529",Chargefox,2,DC,350 kW,-34.58859964,150.8661131,Shellharbour City Council,2529.0,Existing Fast Chargers,accepted,coordinate_500m,36.61199153270441,0.396031746031746,171647.0,"Harbour Boulevarde, Shellharbour, New South Wales, 2529","{""charger_capacities"": ""350 kW; 100 kW"", ""number_of_plugs"": 2.0, ""operator"": ""Chargefox"", ""plug_types"": ""CCS (Type 2); CHAdeMO""}",accepted,coordinate_500m,80.59976184016061,0.0,9366873533.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": null, ""opening_hours"": """", ""operator"": ""Chargefox"", ""osm_last_updated"": ""2022-12-15"", ""plug_types"": """"}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted,OCM,1,OCM,1,,OCM:171647.0,"OCM:Harbour Boulevarde, Shellharbour, New South Wales, 2529",36.61199153270441,"{""OCM::charger_capacities"": ""350 kW; 100 kW"", ""OCM::number_of_plugs"": 2.0, ""OCM::operator"": ""Chargefox"", ""OCM::plug_types"": ""CCS (Type 2); CHAdeMO""}",4,True,OCM:coordinate_500m,,no,not_required_for_initial_auto_rule,,accepted_coordinate_supported,high,OCM,OCM:coordinate_500m,OCM:171647.0,"OCM:Harbour Boulevarde, Shellharbour, New South Wales, 2529",36.61199153270441,0.396031746031746,"{""OCM::charger_capacities"": ""350 kW; 100 kW"", ""OCM::number_of_plugs"": 2.0, ""OCM::operator"": ""Chargefox"", ""OCM::plug_types"": ""CCS (Type 2); CHAdeMO""}",high,https://www.chargeroute.au/chargers/nsw/chargefox-shell-cove-shell-cove,medium,"Charging evidence exists, but the page or address signal is incomplete.",web evidence only; same-station identity not automatically proven,provisionally_supported,High/medium web evidence retained provisionally.,https://openchargemap.org/site/poi/details/171647,,
TFNSW-0869,869,"Hassall St, Sydney, 2142","Hassall Street, Sydney NSW 2142",2142,2142,867,,"Hassall Street, Sydney NSW 2142",BP,4,DC,150 kW,-33.81961366,151.0213463,"Parramatta, Council of the City of",2142.0,Existing Fast Chargers,accepted,coordinate_and_fuzzy_address,76.19672279269362,0.9565217391304348,273428.0,"Hassall Street, Rosehill, New South Wales, 2142","{""charger_capacities"": ""75 kW"", ""number_of_plugs"": 2.0, ""operator"": ""BP Pulse (AU)"", ""plug_types"": ""CCS (Type 2)""}",accepted,coordinate_500m,14.253599404184122,0.0,10807470662.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 4, ""opening_hours"": """", ""operator"": ""bp pulse"", ""osm_last_updated"": ""2025-09-01"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,14.253599404184122,0.0,10807470662.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 4, ""opening_hours"": """", ""operator"": ""bp pulse"", ""osm_last_updated"": ""2025-09-01"", ""plug_types"": ""CCS""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted,OCM;OSM,2,OCM;OSM,2,,OCM:273428.0;OSM:10807470662.0,"OCM:Hassall Street, Rosehill, New South Wales, 2142",14.253599404184122,"{""OCM::charger_capacities"": ""75 kW"", ""OCM::number_of_plugs"": 2.0, ""OCM::operator"": ""BP Pulse (AU)"", ""OCM::plug_types"": ""CCS (Type 2)"", ""OSM::access_condition"": ""Free Access"", ""OSM::number_of_plugs"": 4, ""OSM::operator"": ""bp pulse"", ""OSM::osm_last_updated"": ""2025-09-01"", ""OSM::plug_types"": ""CCS""}",9,True,OCM:coordinate_and_fuzzy_address;OSM:coordinate_500m,,no,not_required_for_initial_auto_rule,,accepted_coordinate_supported,high,OCM;OSM,OCM:coordinate_and_fuzzy_address;OSM:coordinate_500m,OCM:273428.0;OSM:10807470662.0,"OCM:Hassall Street, Rosehill, New South Wales, 2142",14.253599404184122,0.9565217391304348,"{""OCM::charger_capacities"": ""75 kW"", ""OCM::number_of_plugs"": 2.0, ""OCM::operator"": ""BP Pulse (AU)"", ""OCM::plug_types"": ""CCS (Type 2)"", ""OSM::access_condition"": ""Free Access"", ""OSM::number_of_plugs"": 4, ""OSM::operator"": ""bp pulse"", ""OSM::osm_last_updated"": ""2025-09-01"", ""OSM::plug_types"": ""CCS""}",high,,local_two_rule_support,Both local matching rules passed; no individual web search was required by the audit plan.,local coordinate and fuzzy-address evidence agree,provisionally_supported,OCM coordinate and fuzzy-address evidence both passed.,https://openchargemap.org/site/poi/details/273428,https://www.openstreetmap.org/node/10807470662,
TFNSW-0870,870,"Hassall Street & James Rouse Drive, Sydney, 2142","Hassall Street & James Rouse Drive, Sydney NSW 2142",2142,2142,868,,"Hassall Street & James Rouse Drive, Sydney NSW 2142",BP,4,DC,150 kW,-33.81968873,151.0213023,"Parramatta, Council of the City of",2142.0,Existing Fast Chargers,accepted,coordinate_and_fuzzy_address,85.48107149018692,0.9311475409836066,273428.0,"Hassall Street, Rosehill, New South Wales, 2142","{""charger_capacities"": ""75 kW"", ""number_of_plugs"": 2.0, ""operator"": ""BP Pulse (AU)"", ""plug_types"": ""CCS (Type 2)""}",accepted,coordinate_500m,8.757460667750133,0.0,10807470662.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 4, ""opening_hours"": """", ""operator"": ""bp pulse"", ""osm_last_updated"": ""2025-09-01"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,8.757460667750133,0.0,10807470662.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 4, ""opening_hours"": """", ""operator"": ""bp pulse"", ""osm_last_updated"": ""2025-09-01"", ""plug_types"": ""CCS""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted,OCM;OSM,2,OCM;OSM,2,,OCM:273428.0;OSM:10807470662.0,"OCM:Hassall Street, Rosehill, New South Wales, 2142",8.757460667750133,"{""OCM::charger_capacities"": ""75 kW"", ""OCM::number_of_plugs"": 2.0, ""OCM::operator"": ""BP Pulse (AU)"", ""OCM::plug_types"": ""CCS (Type 2)"", ""OSM::access_condition"": ""Free Access"", ""OSM::number_of_plugs"": 4, ""OSM::operator"": ""bp pulse"", ""OSM::osm_last_updated"": ""2025-09-01"", ""OSM::plug_types"": ""CCS""}",9,True,OCM:coordinate_and_fuzzy_address;OSM:coordinate_500m,,no,not_required_for_initial_auto_rule,,accepted_coordinate_supported,high,OCM;OSM,OCM:coordinate_and_fuzzy_address;OSM:coordinate_500m,OCM:273428.0;OSM:10807470662.0,"OCM:Hassall Street, Rosehill, New South Wales, 2142",8.757460667750133,0.9311475409836066,"{""OCM::charger_capacities"": ""75 kW"", ""OCM::number_of_plugs"": 2.0, ""OCM::operator"": ""BP Pulse (AU)"", ""OCM::plug_types"": ""CCS (Type 2)"", ""OSM::access_condition"": ""Free Access"", ""OSM::number_of_plugs"": 4, ""OSM::operator"": ""bp pulse"", ""OSM::osm_last_updated"": ""2025-09-01"", ""OSM::plug_types"": ""CCS""}",high,,local_two_rule_support,Both local matching rules passed; no individual web search was required by the audit plan.,local coordinate and fuzzy-address evidence agree,provisionally_supported,OCM coordinate and fuzzy-address evidence both passed.,https://openchargemap.org/site/poi/details/273428,https://www.openstreetmap.org/node/10807470662,
TFNSW-0871,871,"Hastings St, Wauchope, 2446","Hastings Street, Wauchope NSW 2446",2446,2446,869,,"Hastings Street, Wauchope NSW 2446",NRMA Electric,4,DC,60 kW,-31.4561542,152.7327227,Port Macquarie-Hastings Council,2446.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,0,,0,,,,,{},0,False,,,no,not_matched,,unmatched,none,,,,,,,{},none,,none,,,not_screened,No accepted external match or no retained web review.,,,
TFNSW-0878,878,"Holborn Ct, Sydney, 2557","Holborn Court, Sydney NSW 2557",2557,2557,876,,"Holborn Court, Sydney NSW 2557",Exploren,4,DC,150 kW,-34.02030235,150.7634565,Camden Council,2557.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},accepted,coordinate_500m,104.07457204351404,0.0,13135189454.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 4, ""opening_hours"": """", ""operator"": ""Exploren"", ""osm_last_updated"": ""2025-09-10"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,104.07457204351404,0.0,13135189454.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 4, ""opening_hours"": """", ""operator"": ""Exploren"", ""osm_last_updated"": ""2025-09-10"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,13.537085248082944,0.1771186440677966,15d06bf5-6b4a-425d-9312-bae4b17cc22b-2133,"1 Gregory Hills Dr, Gledswood Hills, NSW 2557","{""charger_capacities"": 150.0, ""number_of_plugs"": 4, ""operator"": """", ""plug_types"": ""CCS2"", ""status_counts"": ""{\""Available\"": 4}""}",accepted,coordinate_500m,13.537085248082944,0.1771186440677966,15d06bf5-6b4a-425d-9312-bae4b17cc22b-2133,"1 Gregory Hills Dr, Gledswood Hills, NSW 2557","{""charger_capacities"": 150.0, ""number_of_plugs"": 4, ""operator"": """", ""plug_types"": ""CCS2"", ""status_counts"": ""{\""Available\"": 4}""}",accepted,accepted,OSM;Charge@Large,2,OSM;Charge@Large,2,,OSM:13135189454.0;Charge@Large:15d06bf5-6b4a-425d-9312-bae4b17cc22b-2133,"Charge@Large:1 Gregory Hills Dr, Gledswood Hills, NSW 2557",13.537085248082944,"{""Charge@Large::charger_capacities"": 150.0, ""Charge@Large::number_of_plugs"": 4, ""Charge@Large::plug_types"": ""CCS2"", ""Charge@Large::status_counts"": ""{\""Available\"": 4}"", ""OSM::access_condition"": ""Free Access"", ""OSM::number_of_plugs"": 4, ""OSM::operator"": ""Exploren"", ""OSM::osm_last_updated"": ""2025-09-10"", ""OSM::plug_types"": ""CCS""}",9,True,OSM:coordinate_500m;Charge@Large:coordinate_500m,,no,not_required_for_initial_auto_rule,,accepted_coordinate_supported,high,OSM;Charge@Large,OSM:coordinate_500m;Charge@Large:coordinate_500m,OSM:13135189454.0;Charge@Large:15d06bf5-6b4a-425d-9312-bae4b17cc22b-2133,"Charge@Large:1 Gregory Hills Dr, Gledswood Hills, NSW 2557",13.537085248082944,0.1771186440677966,"{""Charge@Large::charger_capacities"": 150.0, ""Charge@Large::number_of_plugs"": 4, ""Charge@Large::plug_types"": ""CCS2"", ""Charge@Large::status_counts"": ""{\""Available\"": 4}"", ""OSM::access_condition"": ""Free Access"", ""OSM::number_of_plugs"": 4, ""OSM::operator"": ""Exploren"", ""OSM::osm_last_updated"": ""2025-09-10"", ""OSM::plug_types"": ""CCS""}",high,https://www.fresha.com/lp/en/bt/barbershops/in/au-sydney,high,Opened page contains an address-level charging signal.,web evidence only; same-station identity not automatically proven,provisionally_supported,High/medium web evidence retained provisionally.,,https://www.openstreetmap.org/node/13135189454,https://chargeatlarge.app/
TFNSW-0880,880,"Innovation Way, Wollongong, 2500","Innovation Way, Wollongong NSW 2500",2500,2500,878,,"Innovation Way, Wollongong NSW 2500",Chargefox,3,DC,180 kW,-34.40008513,150.8996306,Wollongong City Council,2500.0,Existing Fast Chargers,accepted,coordinate_and_fuzzy_address,5.908336795762478,0.9026785714285714,131610.0,"Off Innovation Way, North Wollongong, New South Wales, 2500","{""charger_capacities"": ""180 kW; 3.45 kW"", ""number_of_plugs"": 2.0, ""operator"": ""Chargefox"", ""plug_types"": ""CCS (Type 2); Type I (AS 3112)""}",unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},unmatched,unmatched,,,,,{},accepted,accepted,OCM,1,OCM,1,,OCM:131610.0,"OCM:Off Innovation Way, North Wollongong, New South Wales, 2500",5.908336795762478,"{""OCM::charger_capacities"": ""180 kW; 3.45 kW"", ""OCM::number_of_plugs"": 2.0, ""OCM::operator"": ""Chargefox"", ""OCM::plug_types"": ""CCS (Type 2); Type I (AS 3112)""}",4,True,OCM:coordinate_and_fuzzy_address,,no,not_required_for_initial_auto_rule,,accepted_coordinate_supported,high,OCM,OCM:coordinate_and_fuzzy_address,OCM:131610.0,"OCM:Off Innovation Way, North Wollongong, New South Wales, 2500",5.908336795762478,0.9026785714285714,"{""OCM::charger_capacities"": ""180 kW; 3.45 kW"", ""OCM::number_of_plugs"": 2.0, ""OCM::operator"": ""Chargefox"", ""OCM::plug_types"": ""CCS (Type 2); Type I (AS 3112)""}",high,,local_two_rule_support,Both local matching rules passed; no individual web search was required by the audit plan.,local coordinate and fuzzy-address evidence agree,provisionally_supported,OCM coordinate and fuzzy-address evidence both passed.,https://openchargemap.org/site/poi/details/131610,,
TFNSW-0882,882,"Jersey St, Sydney, 2077","Jersey Street, Sydney NSW 2077",2077,2077,880,,"Jersey Street, Sydney NSW 2077",BP,2,DC,75 kW,-33.68997402,151.1061692,"Hornsby, The Council of the Shire of",2077.0,Existing Fast Chargers,unmatched,unmatched,,,,,{},accepted,coordinate_500m,3.8343554431715297,0.0,10687053371.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""bp pulse"", ""osm_last_updated"": ""2025-08-25"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,3.8343554431715297,0.0,10687053371.0,,"{""access_condition"": ""Free Access"", ""charger_capacities"": null, ""number_of_plugs"": 2, ""opening_hours"": """", ""operator"": ""bp pulse"", ""osm_last_updated"": ""2025-08-25"", ""plug_types"": ""CCS""}",accepted,coordinate_500m,478.6392895567505,0.2469191270860077,15d06bf5-6b4a-425d-9312-bae4b17cc22b-729,"5 Citrus Ave, Hornsby, NSW 2077","{""charger_capacities"": 22.0, ""number_of_plugs"": 1, ""operator"": """", ""plug_types"": ""Type2"", ""status_counts"": ""{\""Missing\"": 1}""}",unmatched,unmatched,,,,,{},accepted,accepted,OSM,1,OSM,1,,OSM:10687053371.0,,3.8343554431715297,"{""OSM::access_condition"": ""Free Access"", ""OSM::number_of_plugs"": 2, ""OSM::operator"": ""bp pulse"", ""OSM::osm_last_updated"": ""2025-08-25"", ""OSM::plug_types"": ""CCS""}",5,True,OSM:coordinate_500m,,no,not_required_for_initial_auto_rule,,accepted_coordinate_supported,high,OSM,OSM:coordinate_500m,OSM:10687053371.0,,3.8343554431715297,0.0,"{""OSM::access_condition"": ""Free Access"", ""OSM::number_of_plugs"": 2, ""OSM::operator"": ""bp pulse"", ""OSM::osm_last_updated"": ""2025-08-25"", ""OSM::plug_types"": ""CCS""}",high,https://ev-charging-stations.com.au/chargers/nsw/hornsby-westfield,high,Opened page contains an address-level charging signal.,web evidence only; same-station identity not automatically proven,provisionally_supported,High/medium web evidence retained provisionally.,,https://www.openstreetmap.org/node/10687053371,
