tfnsw_unique_id,tfnsw_table_row,tfnsw_raw_station_address,tfnsw_cleaned_station_address,tfnsw_raw_postcode,tfnsw_cleaned_postcode,tfnsw_pcode_before_address_repair,tfnsw_pcode_repaired_from_address,source_index,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,PCODE_ORIGINAL,PCODE_REPAIRED_FROM_ADDRESS,ocm_status,ocm_method,ocm_distance_m,ocm_address_score,ocm_id,ocm_address,ocm_attributes,ocm_candidate_count,ocm_coordinate_candidate_count,ocm_nearest_coordinate_gap_m,ocm_review_reason,ocm_source_postcode_conflict,osm_all_status,osm_all_method,osm_all_distance_m,osm_all_address_score,osm_all_id,osm_all_address,osm_all_attributes,osm_all_candidate_count,osm_all_coordinate_candidate_count,osm_all_nearest_coordinate_gap_m,osm_all_review_reason,osm_all_source_postcode_conflict,osm_fast_dc_status,osm_fast_dc_method,osm_fast_dc_distance_m,osm_fast_dc_address_score,osm_fast_dc_id,osm_fast_dc_address,osm_fast_dc_attributes,osm_fast_dc_candidate_count,osm_fast_dc_coordinate_candidate_count,osm_fast_dc_nearest_coordinate_gap_m,osm_fast_dc_review_reason,osm_fast_dc_source_postcode_conflict,chargelarge_all_status,chargelarge_all_method,chargelarge_all_distance_m,chargelarge_all_address_score,chargelarge_all_id,chargelarge_all_address,chargelarge_all_attributes,chargelarge_all_candidate_count,chargelarge_all_coordinate_candidate_count,chargelarge_all_nearest_coordinate_gap_m,chargelarge_all_review_reason,chargelarge_all_source_postcode_conflict,chargelarge_fast_dc_status,chargelarge_fast_dc_method,chargelarge_fast_dc_distance_m,chargelarge_fast_dc_address_score,chargelarge_fast_dc_id,chargelarge_fast_dc_address,chargelarge_fast_dc_attributes,chargelarge_fast_dc_candidate_count,chargelarge_fast_dc_coordinate_candidate_count,chargelarge_fast_dc_nearest_coordinate_gap_m,chargelarge_fast_dc_review_reason,chargelarge_fast_dc_source_postcode_conflict,combined_broad_status,combined_dc_indicated_status,matched_source,matched_source_count,coordinate_supported_source,coordinate_supported_source_count,review_candidate_source,review_candidate_external_ids,address_only_source,matched_external_ids,matched_external_addresses,minimum_match_distance_m,augmentation_nearest_distance_m,augmentation_nearest_gap_m,augmentation_attributes_by_source,augmentation_attribute_count,new_attribute_count,has_new_attributes,match_method_summary,augmentation_conflict_flags,final_audit_status,identity_review_reason,identity_review_required,alternative_candidate_warning_reason,alternative_candidate_present,attribute_review_reason,attribute_review_required,quality_review_reason,quality_review_required,manual_review_reason,manual_review_required,manual_review_status,final_audit_confidence,manual_review_decision,match_source,match_method,external_id,external_address,match_distance_m,address_score,augmented_attributes,confidence,web_evidence_url,web_evidence_confidence,web_evidence_confidence_reason,match_identity_decision,evidence_screened_status,evidence_screened_reason,ocm_evidence_url,osm_evidence_url,chargelarge_evidence_url
TFNSW-0025,25,"1 Ingham Dr, Casula NSW 2170","1 Ingham Drive, Casula NSW 2170",2170,2170,2170,False,23,,"1 Ingham Drive, Casula NSW 2170",Evie Networks,4,DC,50 kW,-33.948829,150.90027,Liverpool City Council,2170,ARENA - Driving the Nation,2170,False,review,coordinate_and_fuzzy_address,125.52341782379166,1.0,272688,"1 Ingham Dr, Casula, New South Wales, 2170","{""charger_capacities"": ""50 kW"", ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""Open Charge Map"", ""general_comments"": """", ""is_operational"": true, ""last_verified"": ""2023-07-16T22:04:00Z"", ""latitude"": -33.947906375047246, ""longitude"": 150.90105410921717, ""number_of_plugs"": 2.0, ""number_of_plugs_quality"": ""reported_or_derived_from_connection_quantity"", ""number_of_plugs_semantics"": ""OCM NumberOfPoints or positive connection Quantity"", ""operational_status"": ""operational"", ""operator"": ""Evie"", ""plug_types"": ""CCS (Type 2); CHAdeMO"", ""power_kw_max"": 50.0, ""power_kw_min"": 50.0, ""power_kw_values"": [50.0], ""station_address"": ""1 Ingham Dr, Casula, New South Wales, 2170"", ""station_name"": ""Casula Mall"", ""status"": ""Operational"", ""usage_cost"": """"}",1,1,,coordinate exceeds 100m automatic threshold,False,accepted,coordinate_500m,0.9333057450461221,0.0,9863034303,,"{""access_condition"": ""Free Access"", ""accessibility"": ""Unknown"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charger_capacities"": null, ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""OpenStreetMap"", ""is_free"": false, ""latitude"": -33.9488297729278, ""longitude"": 150.90025992479, ""network"": """", ""number_of_plugs"": 2, ""number_of_plugs_quality"": ""valid"", ""number_of_plugs_raw"": 2, ""number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2023-03-30"", ""plug_types"": ""CCS|CHAdeMO"", ""power_kw_max"": null, ""power_kw_min"": null, ""power_kw_values"": [], ""pricing_info"": """", ""station_name"": """"}",1,1,,,False,accepted,coordinate_500m,0.9333057450461221,0.0,9863034303,,"{""access_condition"": ""Free Access"", ""accessibility"": ""Unknown"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charger_capacities"": null, ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""OpenStreetMap"", ""is_free"": false, ""latitude"": -33.9488297729278, ""longitude"": 150.90025992479, ""network"": """", ""number_of_plugs"": 2, ""number_of_plugs_quality"": ""valid"", ""number_of_plugs_raw"": 2, ""number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2023-03-30"", ""plug_types"": ""CCS|CHAdeMO"", ""power_kw_max"": null, ""power_kw_min"": null, ""power_kw_values"": [], ""pricing_info"": """", ""station_name"": """"}",1,1,,,False,unmatched,unmatched,,,,,{},0,0,,,False,unmatched,unmatched,,,,,{},0,0,,,False,accepted,accepted,OSM,1,OSM,1,OCM,OCM:272688,,OSM:9863034303,,0.9333057450461221,0.9333057450461221,,"{""OSM::access_condition"": ""Free Access"", ""OSM::accessibility"": ""Unknown"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::is_free"": false, ""OSM::latitude"": -33.9488297729278, ""OSM::longitude"": 150.90025992479, ""OSM::number_of_plugs"": 2, ""OSM::number_of_plugs_quality"": ""valid"", ""OSM::number_of_plugs_raw"": 2, ""OSM::number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""OSM::operator"": ""Evie Networks"", ""OSM::osm_last_updated"": ""2023-03-30"", ""OSM::plug_types"": ""CCS|CHAdeMO""}",16,7,True,OSM:coordinate_500m,,accepted_coordinate_supported,,no,OCM: coordinate exceeds 100m automatic threshold,yes,,no,OCM: coordinate exceeds 100m automatic threshold,yes,,no,not_required_for_accepted_identity,high,not_required,OSM,OSM:coordinate_500m,OSM:9863034303,,0.9333057450461221,0.0,"{""OSM::access_condition"": ""Free Access"", ""OSM::accessibility"": ""Unknown"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::is_free"": false, ""OSM::latitude"": -33.9488297729278, ""OSM::longitude"": 150.90025992479, ""OSM::number_of_plugs"": 2, ""OSM::number_of_plugs_quality"": ""valid"", ""OSM::number_of_plugs_raw"": 2, ""OSM::number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""OSM::operator"": ""Evie Networks"", ""OSM::osm_last_updated"": ""2023-03-30"", ""OSM::plug_types"": ""CCS|CHAdeMO""}",high,,unreviewed,,,not_screened,No accepted external match or no review bound to the current external record.,https://openchargemap.org/site/poi/details/272688,https://www.openstreetmap.org/node/9863034303,
TFNSW-0039,39,"1 Plunkett St, Sydney, 2065","1 Plunkett Street, Sydney NSW 2065",2065,2065,2065,False,37,,"1 Plunkett Street, Sydney NSW 2065",Exploren,2,DC,50 kW,-33.8215586,151.1964124,Willoughby City Council,2065,Existing Fast Chargers,2065,False,review,coordinate_500m,274.9827753415912,0.44285714285714284,272632,"88 Christie St, St Leonards, NSW, 2065","{""charger_capacities"": ""50 kW"", ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""Open Charge Map"", ""general_comments"": """", ""is_operational"": true, ""last_verified"": ""2023-07-15T12:12:00Z"", ""latitude"": -33.823861, ""longitude"": 151.195326, ""number_of_plugs"": 2.0, ""number_of_plugs_quality"": ""reported_or_derived_from_connection_quantity"", ""number_of_plugs_semantics"": ""OCM NumberOfPoints or positive connection Quantity"", ""operational_status"": ""operational"", ""operator"": ""Evie"", ""plug_types"": ""CCS (Type 2); CHAdeMO"", ""power_kw_max"": 50.0, ""power_kw_min"": 50.0, ""power_kw_values"": [50.0], ""station_address"": ""88 Christie St, St Leonards, NSW, 2065"", ""station_name"": ""Civic Plaza 88 Christie"", ""status"": ""Operational"", ""usage_cost"": """"}",1,1,,coordinate exceeds 100m automatic threshold,False,review,coordinate_500m,273.9218738277842,0.0,12896497308,,"{""access_condition"": ""Free Access"", ""accessibility"": ""Unknown"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charger_capacities"": null, ""connector_types_normalized"": """", ""data_provider"": ""OpenStreetMap"", ""is_free"": false, ""latitude"": -33.8237748788832, ""longitude"": 151.195117844075, ""network"": """", ""number_of_plugs"": null, ""number_of_plugs_quality"": ""missing_or_suspicious"", ""number_of_plugs_raw"": null, ""number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2025-06-08"", ""plug_types"": """", ""power_kw_max"": null, ""power_kw_min"": null, ""power_kw_values"": [], ""pricing_info"": """", ""station_name"": """"}",3,3,73.2650129958082,coordinate exceeds 100m automatic threshold,False,review,coordinate_500m,443.4775028158563,0.0,13059026685,,"{""access_condition"": ""Free Access"", ""accessibility"": ""Unknown"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charger_capacities"": null, ""connector_types_normalized"": ""CCS"", ""data_provider"": ""OpenStreetMap"", ""is_free"": false, ""latitude"": -33.8245802121401, ""longitude"": 151.199545835884, ""network"": """", ""number_of_plugs"": 4, ""number_of_plugs_quality"": ""valid"", ""number_of_plugs_raw"": 4, ""number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""opening_hours"": """", ""operator"": ""Evie Networks"", ""osm_last_updated"": ""2025-10-10"", ""plug_types"": ""CCS"", ""power_kw_max"": null, ""power_kw_min"": null, ""power_kw_values"": [], ""pricing_info"": """", ""station_name"": """"}",1,1,,coordinate exceeds 100m automatic threshold,False,accepted,coordinate_and_fuzzy_address,0.07626626198482477,0.928,15d06bf5-6b4a-425d-9312-bae4b17cc22b-1993,"1 Plunkett St, New South Wales, St Leonards, NSW 2065","{""charger_capacities"": 50.0, ""connector_types_normalized"": ""CCS"", ""data_provider"": ""Charge@Large"", ""dc_port_count"": 2, ""latitude"": -33.821558, ""longitude"": 151.196412, ""number_of_plugs"": 2, ""number_of_plugs_quality"": ""reported_from_dc_port_count"", ""number_of_plugs_semantics"": ""Charge@Large DC-indicated port count"", ""operator"": """", ""plug_types"": ""CCS2"", ""power_kw_max"": 50.0, ""power_kw_min"": null, ""power_kw_values"": [50.0], ""station_address"": ""1 Plunkett St, New South Wales, St Leonards, NSW 2065"", ""station_name"": ""Willoughby City Council - Plunkett St"", ""status_counts"": ""{\""Available\"": 2}"", ""total_port_count"": 2}",7,7,128.41759859081924,,False,accepted,coordinate_and_fuzzy_address,0.07626626198482477,0.928,15d06bf5-6b4a-425d-9312-bae4b17cc22b-1993,"1 Plunkett St, New South Wales, St Leonards, NSW 2065","{""charger_capacities"": 50.0, ""connector_types_normalized"": ""CCS"", ""data_provider"": ""Charge@Large"", ""dc_port_count"": 2, ""latitude"": -33.821558, ""longitude"": 151.196412, ""number_of_plugs"": 2, ""number_of_plugs_quality"": ""reported_from_dc_port_count"", ""number_of_plugs_semantics"": ""Charge@Large DC-indicated port count"", ""operator"": """", ""plug_types"": ""CCS2"", ""power_kw_max"": 50.0, ""power_kw_min"": null, ""power_kw_values"": [50.0], ""station_address"": ""1 Plunkett St, New South Wales, St Leonards, NSW 2065"", ""station_name"": ""Willoughby City Council - Plunkett St"", ""status_counts"": ""{\""Available\"": 2}"", ""total_port_count"": 2}",2,2,371.84396877660726,,False,accepted,accepted,Charge@Large,1,Charge@Large,1,OCM;OSM,OCM:272632;OSM:13059026685,,Charge@Large:15d06bf5-6b4a-425d-9312-bae4b17cc22b-1993,"Charge@Large:1 Plunkett St, New South Wales, St Leonards, NSW 2065",0.07626626198482477,0.07626626198482477,371.84396877660726,"{""Charge@Large::charger_capacities"": 50.0, ""Charge@Large::connector_types_normalized"": ""CCS"", ""Charge@Large::data_provider"": ""Charge@Large"", ""Charge@Large::dc_port_count"": 2, ""Charge@Large::latitude"": -33.821558, ""Charge@Large::longitude"": 151.196412, ""Charge@Large::number_of_plugs"": 2, ""Charge@Large::number_of_plugs_quality"": ""reported_from_dc_port_count"", ""Charge@Large::number_of_plugs_semantics"": ""Charge@Large DC-indicated port count"", ""Charge@Large::plug_types"": ""CCS2"", ""Charge@Large::power_kw_max"": 50.0, ""Charge@Large::power_kw_values"": [50.0], ""Charge@Large::station_address"": ""1 Plunkett St, New South Wales, St Leonards, NSW 2065"", ""Charge@Large::station_name"": ""Willoughby City Council - Plunkett St"", ""Charge@Large::status_counts"": ""{\""Available\"": 2}"", ""Charge@Large::total_port_count"": 2}",16,6,True,Charge@Large:coordinate_and_fuzzy_address,,accepted_coordinate_supported,,no,OCM: coordinate exceeds 100m automatic threshold; OSM: coordinate exceeds 100m automatic threshold,yes,,no,OCM: coordinate exceeds 100m automatic threshold; OSM: coordinate exceeds 100m automatic threshold,yes,,no,not_required_for_accepted_identity,high,not_required,Charge@Large,Charge@Large:coordinate_and_fuzzy_address,Charge@Large:15d06bf5-6b4a-425d-9312-bae4b17cc22b-1993,"Charge@Large:1 Plunkett St, New South Wales, St Leonards, NSW 2065",0.07626626198482477,0.928,"{""Charge@Large::charger_capacities"": 50.0, ""Charge@Large::connector_types_normalized"": ""CCS"", ""Charge@Large::data_provider"": ""Charge@Large"", ""Charge@Large::dc_port_count"": 2, ""Charge@Large::latitude"": -33.821558, ""Charge@Large::longitude"": 151.196412, ""Charge@Large::number_of_plugs"": 2, ""Charge@Large::number_of_plugs_quality"": ""reported_from_dc_port_count"", ""Charge@Large::number_of_plugs_semantics"": ""Charge@Large DC-indicated port count"", ""Charge@Large::plug_types"": ""CCS2"", ""Charge@Large::power_kw_max"": 50.0, ""Charge@Large::power_kw_values"": [50.0], ""Charge@Large::station_address"": ""1 Plunkett St, New South Wales, St Leonards, NSW 2065"", ""Charge@Large::station_name"": ""Willoughby City Council - Plunkett St"", ""Charge@Large::status_counts"": ""{\""Available\"": 2}"", ""Charge@Large::total_port_count"": 2}",high,,unreviewed,,,not_screened,No accepted external match or no review bound to the current external record.,https://openchargemap.org/site/poi/details/272632,https://www.openstreetmap.org/node/13059026685,https://chargeatlarge.app/
TFNSW-0070,70,"1067 Oxley Hwy, Thrumster, 2444","1067 Oxley Highway, Thrumster NSW 2444",2444,2444,2444,False,68,,"1067 Oxley Highway, Thrumster NSW 2444",Chargefox,4,DC,180 kW,-31.46394199,152.8219499,Port Macquarie-Hastings Council,2444,Existing Fast Chargers,2444,False,accepted,coordinate_and_fuzzy_address,29.91268634829337,0.8931034482758622,172921,"1063 Oxley Highway, Thrumster, NSW, 2444","{""charger_capacities"": ""350 kW; 100 kW"", ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""Open Charge Map"", ""general_comments"": """", ""is_operational"": true, ""last_verified"": ""2026-09-01T11:39:00Z"", ""latitude"": -31.463751231214047, ""longitude"": 152.82172752510883, ""number_of_plugs"": 2.0, ""number_of_plugs_quality"": ""reported_or_derived_from_connection_quantity"", ""number_of_plugs_semantics"": ""OCM NumberOfPoints or positive connection Quantity"", ""operational_status"": ""operational"", ""operator"": ""Chargefox"", ""plug_types"": ""CCS (Type 2); CHAdeMO"", ""power_kw_max"": 350.0, ""power_kw_min"": 100.0, ""power_kw_values"": [100.0, 350.0], ""station_address"": ""1063 Oxley Highway, Thrumster, NSW, 2444"", ""station_name"": ""Port Macquarie Service Centre [Chargefox]"", ""status"": ""Operational"", ""usage_cost"": ""$0.60/kWh, 20% discount for NRMA members""}",1,1,,,False,accepted,coordinate_500m,26.234477594779104,0.0,8390250930,,"{""access_condition"": ""Free Access"", ""accessibility"": ""Unknown"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charger_capacities"": null, ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""OpenStreetMap"", ""is_free"": false, ""latitude"": -31.4637923728864, ""longitude"": 152.822163770165, ""network"": """", ""number_of_plugs"": 4, ""number_of_plugs_quality"": ""valid"", ""number_of_plugs_raw"": 4, ""number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""opening_hours"": """", ""operator"": ""NRMA"", ""osm_last_updated"": ""2026-06-11"", ""plug_types"": ""CCS|CHAdeMO"", ""power_kw_max"": null, ""power_kw_min"": null, ""power_kw_values"": [], ""pricing_info"": """", ""station_name"": """"}",1,1,,,False,accepted,coordinate_500m,26.234477594779104,0.0,8390250930,,"{""access_condition"": ""Free Access"", ""accessibility"": ""Unknown"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charger_capacities"": null, ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""OpenStreetMap"", ""is_free"": false, ""latitude"": -31.4637923728864, ""longitude"": 152.822163770165, ""network"": """", ""number_of_plugs"": 4, ""number_of_plugs_quality"": ""valid"", ""number_of_plugs_raw"": 4, ""number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""opening_hours"": """", ""operator"": ""NRMA"", ""osm_last_updated"": ""2026-06-11"", ""plug_types"": ""CCS|CHAdeMO"", ""power_kw_max"": null, ""power_kw_min"": null, ""power_kw_values"": [], ""pricing_info"": """", ""station_name"": """"}",1,1,,,False,unmatched,unmatched,,,,,{},0,0,,,False,unmatched,unmatched,,,,,{},0,0,,,False,accepted,accepted,OCM;OSM,2,OCM;OSM,2,,,,OCM:172921;OSM:8390250930,"OCM:1063 Oxley Highway, Thrumster, NSW, 2444",26.234477594779104,26.234477594779104,,"{""OCM::charger_capacities"": ""350 kW; 100 kW"", ""OCM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OCM::data_provider"": ""Open Charge Map"", ""OCM::is_operational"": true, ""OCM::last_verified"": ""2026-09-01T11:39:00Z"", ""OCM::latitude"": -31.463751231214047, ""OCM::longitude"": 152.82172752510883, ""OCM::number_of_plugs"": 2.0, ""OCM::number_of_plugs_quality"": ""reported_or_derived_from_connection_quantity"", ""OCM::number_of_plugs_semantics"": ""OCM NumberOfPoints or positive connection Quantity"", ""OCM::operational_status"": ""operational"", ""OCM::operator"": ""Chargefox"", ""OCM::plug_types"": ""CCS (Type 2); CHAdeMO"", ""OCM::power_kw_max"": 350.0, ""OCM::power_kw_min"": 100.0, ""OCM::power_kw_values"": [100.0, 350.0], ""OCM::station_address"": ""1063 Oxley Highway, Thrumster, NSW, 2444"", ""OCM::station_name"": ""Port Macquarie Service Centre [Chargefox]"", ""OCM::status"": ""Operational"", ""OCM::usage_cost"": ""$0.60/kWh, 20% discount for NRMA members"", ""OSM::access_condition"": ""Free Access"", ""OSM::accessibility"": ""Unknown"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::is_free"": false, ""OSM::latitude"": -31.4637923728864, ""OSM::longitude"": 152.822163770165, ""OSM::number_of_plugs"": 4, ""OSM::number_of_plugs_quality"": ""valid"", ""OSM::number_of_plugs_raw"": 4, ""OSM::number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""OSM::operator"": ""NRMA"", ""OSM::osm_last_updated"": ""2026-06-11"", ""OSM::plug_types"": ""CCS|CHAdeMO""}",36,13,True,OCM:coordinate_and_fuzzy_address;OSM:coordinate_500m,number_of_plugs,accepted_coordinate_supported,,no,,no,accepted sources disagree on number_of_plugs,yes,accepted sources disagree on number_of_plugs,yes,,no,not_required_for_accepted_identity,high,not_required,OCM;OSM,OCM:coordinate_and_fuzzy_address;OSM:coordinate_500m,OCM:172921;OSM:8390250930,"OCM:1063 Oxley Highway, Thrumster, NSW, 2444",26.234477594779104,0.8931034482758622,"{""OCM::charger_capacities"": ""350 kW; 100 kW"", ""OCM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OCM::data_provider"": ""Open Charge Map"", ""OCM::is_operational"": true, ""OCM::last_verified"": ""2026-09-01T11:39:00Z"", ""OCM::latitude"": -31.463751231214047, ""OCM::longitude"": 152.82172752510883, ""OCM::number_of_plugs"": 2.0, ""OCM::number_of_plugs_quality"": ""reported_or_derived_from_connection_quantity"", ""OCM::number_of_plugs_semantics"": ""OCM NumberOfPoints or positive connection Quantity"", ""OCM::operational_status"": ""operational"", ""OCM::operator"": ""Chargefox"", ""OCM::plug_types"": ""CCS (Type 2); CHAdeMO"", ""OCM::power_kw_max"": 350.0, ""OCM::power_kw_min"": 100.0, ""OCM::power_kw_values"": [100.0, 350.0], ""OCM::station_address"": ""1063 Oxley Highway, Thrumster, NSW, 2444"", ""OCM::station_name"": ""Port Macquarie Service Centre [Chargefox]"", ""OCM::status"": ""Operational"", ""OCM::usage_cost"": ""$0.60/kWh, 20% discount for NRMA members"", ""OSM::access_condition"": ""Free Access"", ""OSM::accessibility"": ""Unknown"", ""OSM::allows_card_payment"": false, ""OSM::allows_reservation"": false, ""OSM::connector_types_normalized"": ""CCS;CHAdeMO"", ""OSM::data_provider"": ""OpenStreetMap"", ""OSM::is_free"": false, ""OSM::latitude"": -31.4637923728864, ""OSM::longitude"": 152.822163770165, ""OSM::number_of_plugs"": 4, ""OSM::number_of_plugs_quality"": ""valid"", ""OSM::number_of_plugs_raw"": 4, ""OSM::number_of_plugs_semantics"": ""OSM charge_points_count; values above 100 are withheld as suspicious"", ""OSM::operator"": ""NRMA"", ""OSM::osm_last_updated"": ""2026-06-11"", ""OSM::plug_types"": ""CCS|CHAdeMO""}",high,,local_two_rule_support,Both local matching rules passed; no individual web search was required by the audit plan.,local coordinate and fuzzy-address evidence agree,provisionally_supported,OCM coordinate and fuzzy-address evidence both passed.,https://openchargemap.org/site/poi/details/172921,https://www.openstreetmap.org/node/8390250930,
