source_index,OBJECTID,Station_name,Station_address,Operator,Number_of_plugs,Charger_Type,Charger_rating,Latitude,Longitude,LGANAME,PCODE,Source,Charger_rating.100kW,Charger_rating.11kW,Charger_rating.120kW,Charger_rating.125kW,Charger_rating.130kW,Charger_rating.13kW,Charger_rating.14kW,Charger_rating.150kW,Charger_rating.160kW,Charger_rating.165kW,Charger_rating.175kW,Charger_rating.17kW,Charger_rating.180kW,Charger_rating.185kW,Charger_rating.19kW,Charger_rating.200kW,Charger_rating.20kW,Charger_rating.22kW,Charger_rating.23kW,Charger_rating.240kW,Charger_rating.24kW,Charger_rating.250kW,Charger_rating.25kW,Charger_rating.270kW,Charger_rating.30kW,Charger_rating.350kW,Charger_rating.3kW,Charger_rating.400kW,Charger_rating.40kW,Charger_rating.42kW,Charger_rating.47kW,Charger_rating.50kW,Charger_rating.5kW,Charger_rating.60kW,Charger_rating.6kW,Charger_rating.75kW,Charger_rating.7kW,Charger_rating.80kW,Charger_rating.8kW,Charger_rating.9kW,SA4_NAME26,SA4_CODE26,PCODE_ORIGINAL,ocm_status,ocm_method,ocm_distance_m,ocm_address_score,ocm_id,ocm_address,ocm_station_name,ocm_operator,ocm_attributes,ocm_fast_dc_indicator,ocm_candidate_count,ocm_coordinate_candidate_count,ocm_nearest_coordinate_gap_m,ocm_review_reason,ocm_quality_flags,ocm_source_postcode_conflict,osm_fast_dc_status,osm_fast_dc_method,osm_fast_dc_distance_m,osm_fast_dc_address_score,osm_fast_dc_id,osm_fast_dc_address,osm_fast_dc_station_name,osm_fast_dc_operator,osm_fast_dc_attributes,osm_fast_dc_fast_dc_indicator,osm_fast_dc_candidate_count,osm_fast_dc_coordinate_candidate_count,osm_fast_dc_nearest_coordinate_gap_m,osm_fast_dc_review_reason,osm_fast_dc_quality_flags,osm_fast_dc_source_postcode_conflict,chargelarge_fast_dc_status,chargelarge_fast_dc_method,chargelarge_fast_dc_distance_m,chargelarge_fast_dc_address_score,chargelarge_fast_dc_id,chargelarge_fast_dc_address,chargelarge_fast_dc_station_name,chargelarge_fast_dc_operator,chargelarge_fast_dc_attributes,chargelarge_fast_dc_fast_dc_indicator,chargelarge_fast_dc_candidate_count,chargelarge_fast_dc_coordinate_candidate_count,chargelarge_fast_dc_nearest_coordinate_gap_m,chargelarge_fast_dc_review_reason,chargelarge_fast_dc_quality_flags,chargelarge_fast_dc_source_postcode_conflict,combined_dc_indicated_status,historical_web_evidence,ocm_strict_status,ocm_strict_method,osm_fast_dc_strict_status,osm_fast_dc_strict_method,chargelarge_fast_dc_strict_status,chargelarge_fast_dc_strict_method,strict_combined_dc_status,acceptance_basis,web_rule_selected_source,final_audit_status,matched_source,matched_external_ids,review_candidate_source,manual_review_reason,quality_review_reason,quality_review_required,augmentation_conflict_flags,accepted_source_attributes,augmented_attributes,new_attribute_count
415,,,"3 Broomfield Street, Cobar NSW 2835",NRMA Electric,2,DC,50 kW,-30.08825,145.9351051,Cobar Shire Council,2835,TfNSW Regional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Far West and Orana,105,2840,review,fuzzy_address_only,157126.08368159545,1.0,190679,"3 Broomfield Street, Cobar, New South Wales, 2835",Cobar [NRMA],NRMA,"{""charger_capacities"": ""50 kW"", ""charging_point_count"": 1.0, ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""Open Charge Map"", ""is_operational"": true, ""last_verified"": ""2022-01-08T10:59:00Z"", ""number_of_plugs"": null, ""operator"": ""NRMA"", ""plug_types"": ""CCS (Type 2); CHAdeMO"", ""power_kw_max"": 50.0, ""power_kw_min"": 50.0, ""power_kw_values"": [50.0], ""power_scope"": ""dc_indicated_connection_ratings"", ""status"": ""Operational"", ""usage_cost"": ""FREE""}",True,1,0,,source address and original postcode conflict; address-only match; coordinates exceed 500 m,,True,unmatched,unmatched,,,,,,,{},,0,0,,,,True,unmatched,unmatched,,,,,,,{},,0,0,,,,True,review,[],review,fuzzy_address_only,unmatched,unmatched,unmatched,unmatched,review,,,review,,,OCM,OCM: source address and original postcode conflict; address-only match; coordinates exceed 500 m,,no,,{},{},0
501,,,"38 Flora Street, Sydney NSW 2232",Chargefox,4,DC,47 kW,-34.03434039,151.0726517,Sutherland Shire Council,2232,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,Sydney - Sutherland,128,2232,review,coordinate_only,181.72073244145068,0.3078947368421052,191280,"Princes Highway, Kirrawee, NSW, 2232",Tesla Supercharger South Village,Tesla (Tesla-only charging),"{""charger_capacities"": ""250 kW"", ""charging_point_count"": 6.0, ""connector_types_normalized"": ""CCS"", ""data_provider"": ""Open Charge Map"", ""is_operational"": true, ""last_verified"": ""2022-02-02T13:08:00Z"", ""number_of_plugs"": null, ""operator"": ""Tesla (Tesla-only charging)"", ""plug_types"": ""CCS (Type 2)"", ""power_kw_max"": 250.0, ""power_kw_min"": 250.0, ""power_kw_values"": [250.0], ""power_scope"": ""dc_indicated_connection_ratings"", ""status"": ""Operational"", ""usage_cost"": ""$0.52/kWh""}",True,1,1,,address evidence is inconsistent; candidate does not pass the automatic identity gate,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,review,[],review,coordinate_only,unmatched,unmatched,unmatched,unmatched,review,,,review,,,OCM,OCM: address evidence is inconsistent; candidate does not pass the automatic identity gate,,no,,{},{},0
591,,,"50 Bathurst Street, Brewarrina NSW 2839",NRMA Electric,4,DC,75 kW,-30.3247856,149.784033,Brewarrina Shire Council,2839,TfNSW Regional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,New England and North West,110,2390,unmatched,unmatched,,,,,,,{},,0,0,,,,True,review,coordinate_only,32.23044425593709,0.0,https://www.openstreetmap.org/node/12583296437,,,NRMA,"{""access_condition"": ""Free Access"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charging_point_count"": 4, ""charging_point_count_raw"": 4, ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""OpenStreetMap"", ""is_free"": false, ""network"": """", ""number_of_plugs"": null, ""opening_hours"": """", ""power_kw_max"": null, ""power_kw_min"": null, ""power_scope"": ""station_reported_maximum"", ""pricing_info"": """"}",True,2,2,268.4231344776801,source address and original postcode conflict; candidate does not pass the automatic identity gate,,True,unmatched,unmatched,,,,,,,{},,0,0,,,,True,review,[],unmatched,unmatched,review,coordinate_only,unmatched,unmatched,review,,,review,,,OSM,OSM: source address and original postcode conflict; candidate does not pass the automatic identity gate,,no,,{},{},0
695,,,"725 Pittwater Road, Sydney NSW 2099",JOLT,2,DC,25 kW,-33.7523594,151.2865606,Northern Beaches Council,2099,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sydney - Northern Beaches,122,2099,unmatched,unmatched,,,,,,,{},,0,0,,,,False,review,coordinate_only,157.86899402222622,0.0,https://www.openstreetmap.org/node/9491233549,,,Jolt,"{""access_condition"": ""Free Access"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charging_point_count"": 1, ""charging_point_count_raw"": 1, ""connector_types_normalized"": ""CHAdeMO"", ""data_provider"": ""OpenStreetMap"", ""is_free"": false, ""network"": ""JOLT"", ""number_of_plugs"": null, ""opening_hours"": ""24/7"", ""power_kw_max"": null, ""power_kw_min"": null, ""power_scope"": ""station_reported_maximum"", ""pricing_info"": """"}",True,1,1,,candidate does not pass the automatic identity gate,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,review,[],unmatched,unmatched,review,coordinate_only,unmatched,unmatched,review,,,review,,,OSM,OSM: candidate does not pass the automatic identity gate,,no,,{},{},0
726,,,"80 Little Barber Street, Gunnedah NSW 2380",NRMA Electric,2,DC,50 kW,-30.97803908,150.2508509,Gunnedah Shire Council,2380,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,New England and North West,110,2380,review,coordinate_only,50.729854935837615,0.8405405405405406,274452,"Kepreotes Carpark, 73 Little Barber Street, Gunnedah, NSW, 2380",NRMA Fast Charger Gunnedah,(Unknown Operator),"{""charger_capacities"": ""50 kW"", ""charging_point_count"": 1.0, ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""Open Charge Map"", ""is_operational"": true, ""last_verified"": ""2023-09-18T01:27:00Z"", ""number_of_plugs"": null, ""operator"": ""(Unknown Operator)"", ""plug_types"": ""CCS (Type 2); CHAdeMO"", ""power_kw_max"": 50.0, ""power_kw_min"": 50.0, ""power_kw_values"": [50.0], ""power_scope"": ""dc_indicated_connection_ratings"", ""status"": ""Operational"", ""usage_cost"": ""$0, but payment will be required Oct-Dec 2023""}",True,1,1,,house numbers conflict; address evidence is inconsistent; candidate does not pass the automatic identity gate,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,review,"[{""binding"": ""same source address and OCM ID; search evidence only"", ""conclusion"": ""web_evidence_found_not_identity_proof"", ""file"": ""data/reference/web_review/task3_ocm_125_web_confidence.csv"", ""identity_decision"": ""web evidence only; same-station identity not automatically proven"", ""page_opened"": true, ""reported_confidence"": ""low"", ""url"": ""https://www.realestate.com.au/nsw/gunnedah-2380/little-barber-st/""}]",review,coordinate_only,unmatched,unmatched,unmatched,unmatched,review,,,review,,,OCM,OCM: house numbers conflict; address evidence is inconsistent; candidate does not pass the automatic identity gate,,no,,{},{},0
738,,,"85/91 Commissioner Street, Cooma NSW 2630",Tesla,8,DC,150 kW,-36.23552257,149.1267948,Snowy Monaro Regional Council,2630,Existing Fast Chargers,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Capital Region,101,2630,review,coordinate_only,0.09573619008955835,0.8925925925925927,90199,"85-91 Commissioner Street, Cooma, NSW 2630",Cooma Supercharger,Tesla (Tesla-only charging),"{""charger_capacities"": ""120 kW"", ""charging_point_count"": 4.0, ""connector_types_normalized"": ""CCS"", ""data_provider"": ""Open Charge Map"", ""is_operational"": true, ""last_verified"": ""2019-03-22T18:03:00Z"", ""number_of_plugs"": null, ""operator"": ""Tesla (Tesla-only charging)"", ""plug_types"": ""CCS (Type 2)"", ""power_kw_max"": 120.0, ""power_kw_min"": 120.0, ""power_kw_values"": [120.0], ""power_scope"": ""dc_indicated_connection_ratings"", ""status"": ""Operational"", ""usage_cost"": ""AUD 0.42/kWh;other tariffs for older cars""}",True,1,1,,house numbers conflict; address evidence is inconsistent; candidate does not pass the automatic identity gate,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,review,[],review,coordinate_only,unmatched,unmatched,unmatched,unmatched,review,,,review,,,OCM,OCM: house numbers conflict; address evidence is inconsistent; candidate does not pass the automatic identity gate,,no,,{},{},0
752,,,"888 Pittwater Road, Sydney NSW 2099",Tesla,4,DC,250 kW,-33.75321026,151.2873604,Northern Beaches Council,2099,Existing Fast Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sydney - Northern Beaches,122,2099,unmatched,unmatched,,,,,,,{},,0,0,,,,False,review,coordinate_only,67.30148312813105,0.0,https://www.openstreetmap.org/node/9491233549,,,Jolt,"{""access_condition"": ""Free Access"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charging_point_count"": 1, ""charging_point_count_raw"": 1, ""connector_types_normalized"": ""CHAdeMO"", ""data_provider"": ""OpenStreetMap"", ""is_free"": false, ""network"": ""JOLT"", ""number_of_plugs"": null, ""opening_hours"": ""24/7"", ""power_kw_max"": null, ""power_kw_min"": null, ""power_scope"": ""station_reported_maximum"", ""pricing_info"": """"}",True,1,1,,external ID https://www.openstreetmap.org/node/9491233549 is shared by distinct source sites,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,review,[],unmatched,unmatched,review,coordinate_only,unmatched,unmatched,review,,,review,,,OSM,OSM: external ID https://www.openstreetmap.org/node/9491233549 is shared by distinct source sites,,no,,{},{},0
774,,,"92 Houston Road, Kingsford NSW 2032",Evie Networks,2,DC,50 kW,-33.9242319,151.2266791,Randwick City Council,2032,Kerbside Charging R1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Sydney - Eastern Suburbs,118,,unmatched,unmatched,,,,,,,{},,0,0,,,,False,review,coordinate_only,497.90550949317947,0.0,https://www.openstreetmap.org/node/13206142331,,,bp pulse,"{""access_condition"": ""Free Access"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charging_point_count"": 2, ""charging_point_count_raw"": 2, ""connector_types_normalized"": ""CCS"", ""data_provider"": ""OpenStreetMap"", ""is_free"": false, ""network"": ""bp pulse"", ""number_of_plugs"": null, ""opening_hours"": """", ""power_kw_max"": null, ""power_kw_min"": null, ""power_scope"": ""station_reported_maximum"", ""pricing_info"": """"}",True,1,1,,candidate does not pass the automatic identity gate,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,review,"[{""binding"": ""source_address_only; external identity not verified"", ""conclusion"": """", ""file"": ""data/reference/web_review/task3_104_non_ocm_web_verified.csv"", ""identity_decision"": ""web evidence only; same-station identity not automatically proven"", ""page_opened"": true, ""reported_confidence"": ""low"", ""url"": ""https://www.realestate.com.au/property/92-houston-rd-kingsford-nsw-2032""}]",unmatched,unmatched,review,coordinate_only,unmatched,unmatched,review,,,review,,,OSM,OSM: candidate does not pass the automatic identity gate,,no,,{},{},0
810,,,"Berowra Railway Station, Pacific Highway, Berowra, Pacific Highway, New South Wales NSW 2081",JOLT,1,DC,25 kW,-33.623906,151.151802,"Hornsby, The Council of the Shire of",2081,TfNSW Commuter Car Parks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sydney - North Sydney and Hornsby,121,2081,review,coordinate_only,355.62727833992915,0.3236842105263158,272620,"6 Boundary Street, Berowra, New South Wales, 2081",Berowra Tennis Centre,Chargefox,"{""charger_capacities"": ""75 kW"", ""charging_point_count"": 2.0, ""connector_types_normalized"": ""CCS"", ""data_provider"": ""Open Charge Map"", ""is_operational"": true, ""last_verified"": ""2023-07-15T09:11:00Z"", ""number_of_plugs"": null, ""operator"": ""Chargefox"", ""plug_types"": ""CCS (Type 2)"", ""power_kw_max"": 75.0, ""power_kw_min"": 75.0, ""power_kw_values"": [75.0], ""power_scope"": ""dc_indicated_connection_ratings"", ""status"": ""Operational"", ""usage_cost"": ""$0.60/kWh""}",True,1,1,,address evidence is inconsistent; candidate does not pass the automatic identity gate,,False,review,coordinate_only,351.8952368422161,0.0,https://www.openstreetmap.org/node/12167440484,,,Chargefox,"{""access_condition"": ""Free Access"", ""allows_card_payment"": false, ""allows_reservation"": false, ""charging_point_count"": null, ""charging_point_count_raw"": null, ""connector_types_normalized"": ""CCS"", ""data_provider"": ""OpenStreetMap"", ""is_free"": false, ""network"": """", ""number_of_plugs"": null, ""opening_hours"": """", ""power_kw_max"": null, ""power_kw_min"": null, ""power_scope"": ""station_reported_maximum"", ""pricing_info"": """"}",True,1,1,,candidate does not pass the automatic identity gate,,False,unmatched,unmatched,,,,,,,{},,0,0,,,,False,review,[],review,coordinate_only,review,coordinate_only,unmatched,unmatched,review,,,review,,,OCM;OSM,OCM: address evidence is inconsistent; candidate does not pass the automatic identity gate; OSM: candidate does not pass the automatic identity gate,,no,,{},{},0
822,,,"Car Park, Little Hoskins Street, Temora NSW 2666",NRMA Electric,2,DC,50 kW,-30.9827002,151.5928644,Temora Shire Council,2666,TfNSW Regional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,New England and North West,110,2354,review,coordinate_only,48.060710194755565,0.27946298984034834,480135,"10W Apsley Street, Walcha, NSW, 2354",NRMA EV Charger Walcha,NRMA,"{""charger_capacities"": """", ""charging_point_count"": 2.0, ""connector_types_normalized"": ""CCS;CHAdeMO"", ""data_provider"": ""Open Charge Map"", ""is_operational"": true, ""last_verified"": ""2026-03-15T08:37:00Z"", ""number_of_plugs"": null, ""operator"": ""NRMA"", ""plug_types"": ""CCS (Type 2); CHAdeMO"", ""power_kw_max"": null, ""power_kw_min"": null, ""power_kw_values"": [], ""power_scope"": ""dc_indicated_connection_ratings"", ""status"": ""Operational"", ""usage_cost"": """"}",True,2,1,,source address and original postcode conflict; external postcode conflicts with source; address evidence is inconsistent; candidate does not pass the automatic identity gate,,True,unmatched,unmatched,,,,,,,{},,0,0,,,,True,unmatched,unmatched,,,,,,,{},,0,0,,,,True,review,"[{""binding"": ""same source address and OCM ID; search evidence only"", ""conclusion"": ""web_evidence_found_not_identity_proof"", ""file"": ""data/reference/web_review/task3_ocm_125_web_confidence.csv"", ""identity_decision"": ""web evidence only; same-station identity not automatically proven"", ""page_opened"": false, ""reported_confidence"": ""low"", ""url"": ""https://ev-charging.rollersoft.com.au/state/act""}]",review,coordinate_only,unmatched,unmatched,unmatched,unmatched,review,,,review,,,OCM,OCM: source address and original postcode conflict; external postcode conflicts with source; address evidence is inconsistent; candidate does not pass the automatic identity gate,,no,,{},{},0
